STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Massachusetts,Massachusetts 😷,Yellow,Decreasing,-31% ^Decreasing^,-31,123413,277,280,272,282,295,301,290,300,305,307,338,350,375,396,403,390,432,423,397,383,382,369,380,358,337,349,320,312,309,300,Minimal ^Level 1^,Green,19091,182,53% ^Normal^,70% ^Normal^,1.0 ^0.9 - 1.1^,283.0,15.14,11.29,13.71,14.29,13.57,13.86,13.29,13.43,15.71,14.14,13.57,13.86,13.43,13.14
Michigan,Michigan 😷,Yellow,Flat,4% ^Flat^,4,102749,727,742,742,688,656,640,533,685,683,700,749,764,786,894,729,743,745,703,696,699,694,709,705,720,685,743,751,799,790,778,Minimal ^Level 1^,Green,31088,121,74% ^Elevated^,65% ^Normal^,1.0 ^0.9 - 1.1^,89.0,7.14,8.0,9.0,10.57,9.0,8.86,9.0,8.86,8.71,7.0,6.0,9.43,10.43,9.43
Minnesota,Minnesota,Red,Decreasing,-14% ^Decreasing^,-14,65716,560,619,612,603,625,639,689,707,671,689,712,710,711,700,685,680,697,690,707,675,702,707,708,668,646,622,648,616,608,600,Minimal ^Level 1^,Green,7980,40,69% ^Normal^,69% ^Normal^,1.0 ^0.9 - 1.1^,73.0,5.71,5.86,6.14,5.86,6.14,6.29,6.43,6.71,7.71,7.71,8.29,8.0,7.71,8.14
Mississippi,Mississippi 😷,Bruised Red,Decreasing,-40% ^Decreasing^,-40,72412,907,1030,1140,1215,1179,1262,1322,1381,1295,1254,1248,1361,1298,1255,1178,1167,1129,1091,974,956,966,946,932,871,847,798,785,730,709,680,Minimal ^Level 1^,Green,4285,19,75% ^Elevated^,60% ^Normal^,0.8 ^0.7 - 0.9^,71.0,30.0,34.43,30.57,26.43,25.86,27.57,28.71,27.29,26.43,26.57,27.86,29.43,26.86,26.14
Missouri,Missouri,Bruised Red,Decreasing,-6% ^Decreasing^,-6,68623,807,819,848,907,1040,1152,1209,1262,1347,1437,1527,1591,1567,1507,1416,1405,1322,1224,1078,1008,874,791,1010,979,1030,1059,1127,1288,1442,1238,Minimal ^Level 2^,Green,12671,31,68% ^Normal^,60% ^Normal^,1.0 ^0.9 - 1.1^,36.0,7.57,7.43,6.71,8.29,6.86,6.86,7.43,6.57,7.29,6.43,4.86,6.43,9.43,12.71
Montana,Montana,Red,Decreasing,-8% ^Decreasing^,-8,5792,111,111,109,102,97,96,113,116,109,109,123,129,132,117,122,122,120,108,113,113,115,108,112,113,120,115,112,110,114,111,Minimal ^Level 1^,Green,1617,44,55% ^Normal^,63% ^Normal^,1.0 ^0.8 - 1.2^,34.0,1.86,1.57,1.43,1.43,2.0,2.0,1.57,1.86,2.14,2.29,1.57,1.0,1.0,1.0
Nebraska,Nebraska,Red,Decreasing,-6% ^Decreasing^,-6,30372,212,202,207,210,215,241,259,273,291,293,281,277,278,291,285,298,294,289,295,294,270,265,247,249,265,251,263,269,285,277,Minimal ^Level 1^,Green,2908,32,62% ^Normal^,55% ^Normal^,1.0 ^0.9 - 1.1^,74.0,2.14,1.57,1.57,1.71,1.86,1.86,1.86,2.29,2.71,3.0,2.86,2.29,2.29,2.29
Nevada,Nevada 😷,Bruised Red,Decreasing,-31% ^Decreasing^,-31,61967,1155,1171,1130,1170,1143,1084,1048,1011,1017,1058,1021,986,1029,1037,1052,1053,1035,1003,962,921,906,861,825,763,746,728,745,741,725,714,Minimal ^Level 1^,Green,4176,18,72% ^Elevated^,72% ^Elevated^,0.9 ^0.8 - 1.0^,58.0,14.71,15.71,14.14,12.86,16.71,17.86,16.57,17.0,15.14,18.57,17.86,17.14,16.43,16.29
New Hampshire,New Hampshire,Green,Flat,2% ^Flat^,2,7004,26,21,26,24,26,22,36,33,33,36,34,31,32,28,25,28,23,28,29,28,29,31,29,29,28,29,26,23,22,23,Minimal ^Level 1^,Green,1670,82,48% ^Normal^,65% ^Normal^,0.9 ^0.5 - 1.3^,205.0,1.14,1.29,1.0,0.57,0.43,0.43,0.29,0.29,0.29,0.57,0.43,0.57,0.57,0.57
New Jersey,New Jersey 😷,Yellow,Flat,2% ^Flat^,2,187767,212,206,192,195,198,256,292,369,407,434,446,440,474,453,427,400,382,366,390,343,343,346,345,358,373,413,443,430,383,391,Minimal ^Level 1^,Green,26718,200,54% ^Normal^,76% ^Elevated^,1.0 ^0.9 - 1.1^,331.0,11.0,9.43,8.86,9.0,8.71,8.57,7.71,7.86,8.14,8.29,8.14,7.86,7.43,7.43
New Mexico,New Mexico 😷,Yellow,Decreasing,-33% ^Decreasing^,-33,23408,280,278,275,286,284,289,288,293,296,327,325,330,318,304,287,282,233,221,204,198,195,188,186,188,186,179,173,171,170,156,Minimal ^Level 1^,Green,6135,119,66% ^Normal^,64% ^Normal^,0.8 ^0.7 - 1.0^,101.0,5.14,4.57,5.0,4.86,4.71,4.29,4.43,5.0,5.0,4.0,4.0,4.0,4.29,4.14
New York,New York 😷,Green,Flat,-3% ^Flat^,-3,425916,729,723,715,697,703,700,699,704,717,671,672,668,652,652,652,643,673,662,651,661,654,652,642,631,640,645,646,651,664,654,Minimal ^Level 1^,Green,80206,274,59% ^Normal^,69% ^Normal^,1.0 ^0.9 - 1.1^,449.0,7.0,6.71,5.71,5.71,4.43,4.57,4.57,5.14,5.57,6.14,6.0,7.0,6.86,7.43
North Carolina,North Carolina,Red,Decreasing,-28% ^Decreasing^,-28,145516,2011,1931,1911,1962,1924,1931,1876,1848,1899,1889,1836,1900,1879,1827,1787,1742,1725,1634,1582,1523,1555,1571,1473,1391,1396,1365,1337,1277,1248,1239,Minimal ^Level 1^,Green,18253,45,72% ^Elevated^,76% ^Elevated^,0.9 ^0.8 - 1.0^,79.0,27.14,26.43,27.0,30.0,28.0,28.43,27.14,27.71,28.43,27.86,25.57,26.14,25.57,25.14
North Dakota,North Dakota,Bruised Red,Increasing,18% ^Increasing^,18,8647,98,98,102,115,118,117,118,122,123,133,123,115,122,124,104,114,113,119,125,123,129,142,133,136,130,142,142,134,142,133,Minimal ^Level 1^,Green,1511,34,39% ^Normal^,61% ^Normal^,1.1 ^0.9 - 1.2^,42.0,0.57,0.57,0.43,0.43,0.43,0.43,0.86,0.86,1.14,1.0,1.0,1.0,1.0,0.57
Ohio,Ohio 😷,Red,Decreasing,-15% ^Decreasing^,-15,109062,1334,1331,1317,1347,1369,1352,1337,1306,1287,1326,1307,1349,1345,1272,1280,1255,1230,1202,1121,1074,1126,1117,1110,1103,1135,1136,1126,1101,1063,1047,Minimal ^Level 1^,Green,23053,67,61% ^Normal^,66% ^Normal^,0.9 ^0.8 - 1.0^,70.0,26.86,24.86,25.14,23.29,21.86,20.0,19.14,19.71,19.71,19.57,18.86,22.29,22.43,22.71
Oklahoma,Oklahoma,Bruised Red,Decreasing,-17% ^Decreasing^,-17,48711,719,670,655,641,647,711,718,860,1036,1064,1046,1110,1053,1093,991,845,813,849,809,824,764,763,766,752,691,672,663,674,682,678,Minimal ^Level 1^,Green,8697,39,66% ^Normal^,62% ^Normal^,0.9 ^0.8 - 1.0^,47.0,8.14,8.57,8.14,8.43,7.71,7.57,7.71,7.43,6.29,6.43,6.29,7.71,8.29,8.57
Oregon,Oregon 😷,Yellow,Decreasing,-14% ^Decreasing^,-14,23451,344,344,333,330,315,329,335,311,320,325,333,345,341,332,334,325,326,323,299,306,313,311,303,296,292,296,282,287,284,280,Minimal ^Level 1^,Green,5784,63,70% ^Elevated^,74% ^Elevated^,0.9 ^0.8 - 1.0^,56.0,4.29,3.86,3.29,3.71,4.29,4.29,4.14,5.0,5.29,6.29,5.29,4.43,4.57,4.43
Pennsylvania,Pennsylvania 😷,Yellow,Flat,-4% ^Flat^,-4,124844,823,857,871,819,845,870,912,914,932,946,975,960,925,902,881,842,804,785,778,747,737,752,757,753,774,800,810,815,801,770,Minimal ^Level 1^,Green,15291,60,73% ^Elevated^,75% ^Elevated^,1.0 ^0.9 - 1.1^,110.0,12.29,11.71,15.14,15.43,15.57,15.0,15.43,17.14,20.14,18.14,21.14,21.71,22.0,21.57
Rhode Island,Rhode Island 😷,Red,Flat,-4% ^Flat^,-4,20572,69,60,57,60,62,62,62,62,87,106,105,115,114,114,114,104,95,97,94,102,126,130,98,95,93,90,85,87,91,91,Minimal ^Level 1^,Green,3276,109,90% ^Severely constrained^,98% ^Constrained^,0.8 ^0.6 - 1.0^,154.0,0.86,0.71,1.0,1.0,1.14,1.14,0.71,0.71,0.86,0.71,1.0,1.0,1.14,1.14
South Carolina,South Carolina,Bruised Red,Decreasing,-43% ^Decreasing^,-43,106953,1905,1897,1850,1828,1789,1792,1771,1602,1567,1539,1543,1567,1487,1513,1513,1505,1440,1375,1318,1315,1266,1235,1173,1134,1072,1016,946,917,866,828,Minimal ^Level 1^,Green,11702,43,76% ^Elevated^,82% ^Constrained^,0.8 ^0.7 - 0.9^,87.0,40.29,39.86,39.43,35.71,36.57,36.29,36.57,35.86,35.71,34.71,34.57,36.14,34.0,34.14
South Dakota,South Dakota,Red,Increasing,19% ^Increasing^,19,10360,58,60,64,61,64,59,63,70,72,68,81,77,81,80,80,82,84,75,84,87,87,93,92,91,92,89,93,92,96,100,Minimal ^Level 1^,Green,1117,34,50% ^Normal^,37% ^Normal^,1.1 ^0.9 - 1.3^,70.0,1.86,1.14,1.71,2.0,1.71,1.57,1.57,1.43,1.43,1.0,0.86,0.86,1.0,1.0
Tennessee,Tennessee,Bruised Red,Decreasing,-32% ^Decreasing^,-32,134744,2308,2069,2165,2194,2207,2180,2066,2260,2391,2078,2344,2269,2412,2484,2242,2021,2279,1897,1926,1832,1772,1869,1897,1782,1756,1737,1668,1595,1571,1547,Minimal ^Level 1^,Green,20457,40,71% ^Elevated^,61% ^Normal^,0.9 ^0.8 - 1.0^,58.0,19.86,17.71,21.86,20.86,21.14,21.43,20.14,22.0,20.71,18.14,17.14,18.57,20.43,22.0
Texas,Texas 😷,Bruised Red,Decreasing,-8% ^Decreasing^,-8,542950,9482,9732,9526,9893,9781,8893,8302,8089,7641,7504,7384,7283,7303,7806,6976,8013,8131,8083,7911,7654,7285,7982,6972,7063,6705,6584,6581,6765,7031,7448,Minimal ^Level 1^,Green,57501,23,77% ^Elevated^,72% ^Elevated^,0.9 ^0.8 - 1.0^,48.0,197.71,186.71,218.43,218.14,215.14,231.71,210.57,207.0,219.57,212.29,215.14,213.86,217.71,220.57
Utah,Utah,Red,Decreasing,-18% ^Decreasing^,-18,46894,662,642,648,670,608,627,613,551,555,549,517,514,462,440,457,446,436,448,460,454,436,422,409,406,395,358,372,367,361,358,Minimal ^Level 1^,Green,3891,33,58% ^Normal^,58% ^Normal^,0.9 ^0.8 - 1.0^,88.0,5.0,5.0,4.29,4.43,3.57,3.57,4.43,4.0,3.43,3.29,3.57,4.0,3.86,2.71
Vermont,Vermont 😷,Green,Increasing,150% ^Increasing^,150,1527,8,8,9,7,7,7,8,7,6,6,6,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,8,8,8,9,Minimal ^Level 1^,Green,1410,150,60% ^Normal^,56% ^Normal^,1.0 ^0.3 - 1.7^,112.0,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Decreasing,-8% ^Decreasing^,-8,107421,966,962,990,981,972,990,1034,1020,1100,1089,1086,1095,1075,1027,1031,1005,1037,1008,995,1142,1198,1186,1092,1071,1067,1108,994,937,943,953,Minimal ^Level 1^,Green,15985,51,64% ^Normal^,58% ^Normal^,1.0 ^0.9 - 1.1^,76.0,21.29,21.29,22.57,20.43,15.29,15.43,15.57,14.29,11.14,9.14,7.57,8.43,7.86,8.29
Washington,Washington 😷,Bruised Red,Decreasing,-19% ^Decreasing^,-19,67461,973,899,855,896,886,814,822,832,813,797,804,820,828,711,813,791,771,739,728,731,826,712,700,705,682,660,632,650,623,627,Minimal ^Level 1^,Green,627,3,89% ^Severely constrained^,85% ^Constrained^,0.9 ^0.8 - 1.0^,72.0,11.71,10.14,9.86,12.71,15.43,13.71,13.14,13.86,13.86,14.29,11.86,11.86,11.14,13.29
West Virginia,West Virginia,Yellow,Flat,0% ^Flat^,0,8632,119,126,113,93,128,130,132,131,130,139,160,125,135,131,128,131,125,119,122,113,118,120,112,118,121,125,120,128,124,125,Minimal ^Level 1^,Green,4828,117,77% ^Elevated^,73% ^Elevated^,1.0 ^0.9 - 1.2^,45.0,1.86,1.71,1.29,1.57,2.14,3.14,3.43,3.29,4.14,4.14,4.29,4.14,3.0,2.71
Wisconsin,Wisconsin,Red,Decreasing,-12% ^Decreasing^,-12,70715,867,899,927,912,933,951,945,962,944,890,915,916,887,906,901,874,872,875,844,871,879,835,851,850,792,805,808,762,773,766,Minimal ^Level 1^,Green,10000,40,55% ^Normal^,63% ^Normal^,1.0 ^0.9 - 1.1^,62.0,7.86,8.43,8.43,8.0,7.0,7.14,7.0,6.43,5.86,5.71,5.0,6.0,5.86,5.86
Wyoming,Wyoming,Red,Flat,-2% ^Flat^,-2,3331,38,46,41,43,46,48,48,50,48,50,49,49,46,46,48,47,42,42,39,39,35,35,28,27,23,23,26,31,34,41,Minimal ^Level 1^,Green,459,34,37% ^Normal^,34% ^Normal^,1.0 ^0.7 - 1.4^,53.0,0.14,0.14,0.14,0.29,0.29,0.29,0.14,0.29,0.29,0.43,0.29,0.29,0.29,0.71
Puerto Rico,Puerto Rico,Bruised Red,Increasing,13% ^Increasing^,13,26760,344,350,402,380,414,407,441,440,424,414,432,443,402,476,467,480,498,513,480,558,507,530,576,583,632,645,635,610,555,563,Moderate ^Level 6^,Yellow,563,3,61% ^Normal^,57% ^Normal^,1.0 ^0.9 - 1.1^,30.0,4.0,5.0,6.29,6.57,7.0,7.0,7.0,7.14,7.0,6.86,7.43,7.86,8.0,8.0
United States,United States,Bruised Red,Decreasing,-14% ^Decreasing^,-14,5415995,66408,66196,66303,66845,66901,66613,66598,66146,65883,64824,64513,64245,63178,62551,60631,59834,59165,57062,54875,53983,53042,53476,52370,52944,53476,53115,52275,52641,51462,50876,N/A ^Not Available^,Green,762378,45,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,1074.57,1053.86,1052.57,1055.71,1041.43,1058.29,1045.0,1055.14,1079.57,1067.14,1050.43,1069.0,1070.0,1067.0
