STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Michigan,Michigan 😷,Red,Increasing,9% ^Increasing^,9,110343,749,764,786,894,729,743,745,703,696,699,694,709,705,720,685,743,751,799,790,778,741,772,680,556,609,650,705,748,770,818,Minimal ^Level 1^,Green,32161,119,75% ^Elevated^,75% ^Elevated^,1.0 ^0.9 - 1.1^,91.0,6.0,9.43,10.43,9.43,10.71,11.29,11.29,9.71,9.86,9.57,10.14,10.86,10.29,10.29
Minnesota,Minnesota,Red,Increasing,12% ^Increasing^,12,72390,712,710,711,700,685,680,697,690,707,675,702,707,708,668,646,622,648,616,608,600,603,616,616,630,636,633,655,664,660,726,Minimal ^Level 1^,Green,9057,38,72% ^Elevated^,70% ^Elevated^,1.0 ^0.9 - 1.1^,67.0,8.29,8.0,7.71,8.14,8.57,8.57,8.57,8.57,8.86,8.71,8.43,8.29,8.29,9.14
Mississippi,Mississippi 😷,Bruised Red,Flat,-5% ^Flat^,-5,80695,1248,1361,1298,1255,1178,1167,1129,1091,974,956,966,946,932,871,847,798,785,730,709,680,702,740,780,770,788,823,856,857,794,749,Minimal ^Level 1^,Green,4145,17,72% ^Elevated^,66% ^Normal^,1.0 ^0.9 - 1.1^,72.0,27.86,29.43,26.86,26.14,26.29,24.86,25.57,24.43,22.43,22.29,21.86,26.71,30.0,29.86
Missouri,Missouri,Bruised Red,Flat,-1% ^Flat^,-1,79574,1527,1591,1567,1507,1416,1405,1322,1224,1078,1008,874,791,1010,979,1030,1059,1127,1288,1442,1238,1212,1164,1134,1099,1123,1086,1046,1031,1055,1120,Minimal ^Level 1^,Green,8164,22,60% ^Normal^,64% ^Normal^,0.9 ^0.8 - 1.0^,47.0,4.86,6.43,9.43,12.71,12.86,13.0,13.14,12.0,11.29,8.43,4.29,5.43,5.0,4.71
Montana,Montana,Red,Increasing,9% ^Increasing^,9,6929,123,129,132,117,122,122,120,108,113,113,115,108,112,113,120,115,112,110,114,111,106,98,95,96,102,97,100,111,118,122,Minimal ^Level 1^,Green,4728,117,64% ^Normal^,64% ^Normal^,1.0 ^0.8 - 1.2^,37.0,1.57,1.0,1.0,1.0,1.0,0.57,1.14,1.14,1.14,1.14,1.29,1.86,2.0,1.29
Nebraska,Nebraska,Red,Decreasing,-8% ^Decreasing^,-8,32727,281,277,278,291,285,298,294,289,295,294,270,265,247,249,265,251,263,269,285,277,267,256,257,241,234,220,217,212,218,241,Minimal ^Level 1^,Green,2595,33,59% ^Normal^,62% ^Normal^,0.9 ^0.8 - 1.0^,92.0,2.86,2.29,2.29,2.29,2.0,2.43,2.14,1.86,2.14,2.14,2.43,3.0,2.14,2.14
Nevada,Nevada 😷,Bruised Red,Decreasing,-30% ^Decreasing^,-30,67220,1021,986,1029,1037,1052,1053,1035,1003,962,921,906,861,825,763,746,728,745,741,725,714,731,711,705,669,637,614,578,539,520,519,Minimal ^Level 1^,Green,3324,19,73% ^Elevated^,73% ^Elevated^,0.8 ^0.7 - 0.9^,87.0,17.86,17.14,16.43,16.29,17.29,19.71,20.29,20.0,18.29,17.86,17.57,18.29,16.57,14.14
New Hampshire,New Hampshire,Green,Decreasing,-20% ^Decreasing^,-20,7194,34,31,32,28,25,28,23,28,29,28,29,31,29,29,28,29,26,23,22,23,22,21,18,18,16,17,19,19,18,21,Minimal ^Level 1^,Green,2048,100,52% ^Normal^,64% ^Normal^,0.8 ^0.4 - 1.3^,240.0,0.43,0.57,0.57,0.57,0.71,1.0,0.86,0.86,0.86,0.86,0.86,0.71,0.43,0.43
New Jersey,New Jersey 😷,Green,Decreasing,-33% ^Decreasing^,-33,190613,446,440,474,453,427,400,382,366,390,343,343,346,345,358,373,413,443,430,383,391,375,356,276,236,256,291,279,275,268,298,Minimal ^Level 1^,Green,23376,175,53% ^Normal^,75% ^Elevated^,0.8 ^0.7 - 1.0^,441.0,8.14,7.86,7.43,7.43,7.0,7.29,7.0,6.86,6.14,6.29,6.14,5.43,-1.71,-1.57
New Mexico,New Mexico 😷,Yellow,Decreasing,-19% ^Decreasing^,-19,24732,325,330,318,304,287,282,233,221,204,198,195,188,186,188,186,179,173,171,170,156,151,134,133,138,134,143,141,138,137,140,Minimal ^Level 1^,Green,6532,141,58% ^Normal^,64% ^Normal^,0.8 ^0.7 - 1.0^,120.0,4.0,4.0,4.29,4.14,4.0,4.29,4.86,5.29,5.14,4.57,4.43,4.14,3.86,3.71
New York,New York 😷,Green,Flat,-4% ^Flat^,-4,432131,672,668,652,652,652,643,673,662,651,661,654,652,642,631,640,645,646,651,664,654,653,643,623,621,609,604,604,600,591,618,Minimal ^Level 1^,Green,78812,269,60% ^Normal^,82% ^Constrained^,0.9 ^0.8 - 1.0^,482.0,6.0,7.0,6.86,7.43,7.57,7.43,6.71,6.57,5.43,5.43,5.57,4.71,5.0,4.86
North Carolina,North Carolina,Bruised Red,Increasing,19% ^Increasing^,19,161076,1836,1900,1879,1827,1787,1742,1725,1634,1582,1523,1555,1571,1473,1391,1396,1365,1337,1277,1248,1239,1269,1267,1297,1392,1419,1452,1554,1566,1579,1596,Minimal ^Level 1^,Green,21345,41,75% ^Elevated^,77% ^Elevated^,1.1 ^1.0 - 1.2^,68.0,25.57,26.14,25.57,25.14,27.43,26.0,25.43,25.86,25.43,26.29,26.71,24.86,25.0,23.57
North Dakota,North Dakota,Bruised Red,Increasing,57% ^Increasing^,57,10800,123,115,122,124,104,114,113,119,125,123,129,142,133,136,130,142,142,134,142,133,128,143,153,165,185,184,193,207,214,223,Minimal ^Level 1^,Green,1682,23,39% ^Normal^,70% ^Normal^,1.2 ^1.0 - 1.3^,31.0,1.0,1.0,1.0,0.57,1.0,0.86,1.0,1.0,1.0,1.0,1.0,0.86,1.0,0.86
Ohio,Ohio 😷,Red,Decreasing,-13% ^Decreasing^,-13,118828,1307,1349,1345,1272,1280,1255,1230,1202,1121,1074,1126,1117,1110,1103,1135,1136,1126,1101,1063,1047,1014,948,940,927,927,931,941,939,958,975,Minimal ^Level 1^,Green,29276,91,64% ^Normal^,70% ^Normal^,0.9 ^0.8 - 1.0^,82.0,18.86,22.29,22.43,22.71,23.29,24.71,24.86,24.43,21.57,21.71,22.0,17.86,19.57,21.0
Oklahoma,Oklahoma,Bruised Red,Increasing,5% ^Increasing^,5,55550,1046,1110,1053,1093,991,845,813,849,809,824,764,763,766,752,691,672,663,674,682,678,657,646,652,693,686,689,687,692,702,697,Minimal ^Level 1^,Green,7851,34,63% ^Normal^,60% ^Normal^,1.0 ^0.9 - 1.1^,53.0,6.29,7.71,8.29,8.57,9.14,10.29,10.14,10.14,9.71,9.29,9.29,8.86,9.14,9.86
Oregon,Oregon 😷,Yellow,Decreasing,-19% ^Decreasing^,-19,25761,333,345,341,332,334,325,326,323,299,306,313,311,303,296,292,296,282,287,284,280,272,264,266,258,242,239,243,245,243,228,Minimal ^Level 1^,Green,4621,61,75% ^Elevated^,92% ^Constrained^,0.9 ^0.8 - 1.0^,76.0,5.29,4.43,4.57,4.43,4.14,4.71,4.14,4.14,4.43,4.14,4.57,4.43,3.57,3.71
Pennsylvania,Pennsylvania 😷,Yellow,Decreasing,-26% ^Decreasing^,-26,131156,975,960,925,902,881,842,804,785,778,747,737,752,757,753,774,800,810,815,801,770,757,717,688,669,661,655,661,637,627,602,Minimal ^Level 1^,Green,12844,65,77% ^Elevated^,84% ^Constrained^,0.9 ^0.8 - 1.0^,149.0,21.14,21.71,22.0,21.57,21.0,19.71,18.43,16.14,15.86,15.71,15.86,15.14,14.43,13.86
Rhode Island,Rhode Island 😷,Red,Increasing,20% ^Increasing^,20,21589,105,115,114,114,114,104,95,97,94,102,116,126,98,95,93,90,85,87,87,91,91,95,90,98,105,107,104,97,94,103,Minimal ^Level 1^,Green,7286,215,89% ^Severely constrained^,101% ^Constrained^,1.1 ^0.9 - 1.2^,143.0,1.0,1.0,1.0,1.14,1.14,1.29,1.29,1.29,1.86,1.86,1.71,2.14,2.0,2.29
South Carolina,South Carolina,Bruised Red,Decreasing,-20% ^Decreasing^,-20,114598,1543,1567,1487,1513,1513,1505,1440,1375,1318,1315,1266,1235,1173,1134,1072,1016,946,917,866,828,792,777,773,791,773,784,800,831,812,754,Minimal ^Level 2^,Green,6431,26,76% ^Elevated^,82% ^Constrained^,0.9 ^0.8 - 1.0^,103.0,34.57,36.14,34.0,34.14,35.0,30.86,30.71,36.43,33.29,33.57,31.86,26.57,30.43,32.43
South Dakota,South Dakota,Bruised Red,Increasing,130% ^Increasing^,130,12194,81,77,81,80,80,82,84,75,84,87,87,93,92,91,92,89,93,92,96,100,104,107,113,123,145,143,152,152,144,215,Minimal ^Level 1^,Green,1311,19,52% ^Normal^,61% ^Normal^,1.2 ^1.1 - 1.3^,37.0,0.86,0.86,1.0,1.0,1.14,1.14,1.29,1.29,1.14,1.14,1.14,1.0,1.0,0.71
Tennessee,Tennessee,Bruised Red,Decreasing,-14% ^Decreasing^,-14,149179,2344,2269,2412,2484,2242,2021,2279,1897,1926,1832,1772,1869,1897,1782,1756,1737,1668,1595,1571,1547,1552,1630,1523,1484,1477,1461,1409,1377,1365,1429,Minimal ^Level 1^,Green,25161,53,71% ^Elevated^,65% ^Normal^,0.9 ^0.8 - 1.0^,70.0,17.14,18.57,20.43,22.0,22.14,23.29,25.0,31.86,31.14,28.71,28.71,28.86,28.0,26.43
Texas,Texas 😷,Bruised Red,Decreasing,-24% ^Decreasing^,-24,597737,7384,7283,7303,7806,6976,8013,8131,8083,7911,7654,7285,7982,6972,7063,6705,6584,6581,6765,7031,7448,7087,7205,6998,6712,6329,5994,5348,5214,4983,5025,Minimal ^Level 1^,Green,35264,21,76% ^Elevated^,70% ^Elevated^,0.8 ^0.7 - 0.9^,80.0,215.14,213.86,217.71,220.57,220.0,217.86,214.86,207.0,203.71,198.14,194.43,189.43,178.0,182.43
Utah,Utah,Red,Flat,-1% ^Flat^,-1,50557,517,514,462,440,457,446,436,448,460,454,436,422,409,406,395,358,372,367,361,358,344,347,365,353,356,352,353,373,379,368,Minimal ^Level 1^,Green,3851,32,55% ^Normal^,59% ^Normal^,1.0 ^0.9 - 1.1^,93.0,3.57,4.0,3.86,2.71,2.86,3.71,4.0,3.29,3.14,3.14,3.71,4.0,3.43,3.14
Vermont,Vermont 😷,Green,Decreasing,-8% ^Decreasing^,-8,1586,6,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,8,8,8,9,8,8,8,6,6,6,6,6,6,7,Minimal ^Level 1^,Green,1339,142,63% ^Normal^,64% ^Normal^,0.8 ^-0.1 - 1.6^,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Decreasing,-20% ^Decreasing^,-20,115458,1086,1095,1075,1027,1031,1005,1037,1008,995,1142,1198,1186,1092,1071,1067,1108,994,937,943,953,934,928,894,860,903,897,887,908,920,797,Minimal ^Level 1^,Green,12088,46,67% ^Normal^,64% ^Normal^,1.0 ^0.9 - 1.1^,98.0,7.57,8.43,7.86,8.29,7.43,8.29,9.14,9.43,8.86,12.29,12.29,14.0,15.0,12.57
Washington,Washington 😷,Yellow,Decreasing,-69% ^Decreasing^,-69,72161,746,727,711,701,688,669,659,637,634,630,623,619,613,591,573,559,554,551,544,521,509,504,480,454,431,419,330,245,168,170,Minimal ^Level 1^,Green,4920,43,91% ^Severely constrained^,92% ^Constrained^,0.9 ^0.8 - 1.0^,292.0,11.86,11.86,11.14,13.29,12.57,13.29,14.0,14.43,13.57,13.0,11.71,11.71,9.57,8.29
West Virginia,West Virginia,Yellow,Decreasing,-23% ^Decreasing^,-23,9633,160,125,135,131,128,131,125,119,122,113,118,120,112,118,121,125,120,128,124,125,122,113,119,113,104,101,97,95,106,93,Minimal ^Level 2^,Green,5157,168,70% ^Elevated^,70% ^Elevated^,0.8 ^0.7 - 1.0^,69.0,4.29,4.14,3.0,2.71,2.43,1.86,1.86,1.86,2.29,2.57,2.71,3.29,3.43,4.71
Wisconsin,Wisconsin,Red,Decreasing,-10% ^Decreasing^,-10,78004,915,916,887,906,901,874,872,875,844,871,879,835,851,850,792,805,808,762,773,766,757,783,754,724,740,708,701,697,708,729,Minimal ^Level 1^,Green,8614,36,52% ^Normal^,62% ^Normal^,0.9 ^0.8 - 1.0^,72.0,5.0,6.0,5.86,5.86,6.57,7.0,7.0,6.14,6.29,6.14,6.14,6.14,5.86,6.43
Wyoming,Wyoming,Yellow,Increasing,39% ^Increasing^,39,3722,49,49,46,46,48,47,42,42,39,39,35,35,28,27,23,23,26,31,34,41,41,49,50,49,45,42,39,39,36,36,Minimal ^Level 1^,Green,1480,124,46% ^Normal^,41% ^Normal^,1.0 ^0.7 - 1.3^,69.0,0.29,0.29,0.29,0.71,0.71,0.71,0.57,1.0,1.0,1.0,0.57,0.43,0.43,0.43
Puerto Rico,Puerto Rico,Bruised Red,Decreasing,-27% ^Decreasing^,-27,31383,432,443,402,476,467,480,498,513,480,558,507,530,576,583,632,645,635,610,555,563,616,551,528,531,555,556,551,430,401,463,Moderate ^Level 7^,Yellow,463,3,56% ^Normal^,56% ^Normal^,0.9 ^0.8 - 1.0^,45.0,7.43,7.86,8.0,8.0,8.43,8.71,8.71,8.14,7.43,7.86,7.86,7.0,6.86,6.43
United States,United States,Red,Decreasing,-21% ^Decreasing^,-21,5835169,64455,64152,63062,62541,60506,59711,59054,56960,54780,53882,52829,53379,52284,52830,53367,53015,52197,52542,51379,50770,48639,47045,45891,44584,43169,42462,41992,41348,41071,41145,N/A ^Not Available^,Green,702710,52,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,1050.43,1069.0,1069.43,1066.71,1048.0,1034.14,1029.71,1016.29,989.14,982.43,973.14,966.14,941.0,941.0
