STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Georgia,Georgia,Bruised Red,Decreasing,-32% ^Decreasing^,-32,258354,3610,3723,3717,3671,3564,3546,3603,3513,3271,3341,3230,3236,3345,3346,3370,3520,3491,3396,3270,3106,2919,2834,2727,2547,2582,2534,2436,2417,2485,2382,Minimal ^Level 2^,Green,24362,31,75% ^Elevated^,59% ^Normal^,0.9 ^0.8 - 1.0^,73.0,67.43,73.14,65.14,69.0,71.86,71.14,63.29,56.14,52.29,60.71,60.43,61.43,61.29,66.86
Hawaii,Hawaii,Bruised Red,Increasing,29% ^Increasing^,29,6984,43,45,48,61,71,80,82,80,105,119,128,132,143,164,179,170,195,221,200,204,211,221,225,236,219,219,218,219,223,253,Minimal ^Level 1^,Green,2379,29,57% ^Normal^,87% ^Constrained^,1.1 ^1.0 - 1.2^,17.0,1.57,1.86,1.57,1.29,1.29,1.29,0.86,0.57,0.71,0.71,0.86,1.0,1.0,1.29
Idaho,Idaho,Bruised Red,Decreasing,-37% ^Decreasing^,-37,30070,472,490,486,480,501,494,470,452,426,430,433,450,457,483,475,489,480,489,462,464,426,427,406,390,366,356,314,312,313,304,Minimal ^Level 1^,Green,1889,19,52% ^Normal^,50% ^Normal^,0.8 ^0.7 - 0.9^,66.0,5.14,4.14,4.0,5.14,4.86,4.57,4.86,5.14,6.43,6.71,5.57,5.29,5.43,5.86
Illinois,Illinois 😷,Bruised Red,Increasing,15% ^Increasing^,15,224887,1425,1442,1413,1434,1488,1519,1508,1518,1574,1627,1652,1670,1749,1737,1740,1751,1734,1717,1745,1693,1719,1784,1811,1904,1904,1903,1979,2026,2003,1994,Minimal ^Level 1^,Green,48838,74,54% ^Normal^,60% ^Normal^,1.1 ^1.0 - 1.2^,76.0,15.86,16.29,15.71,13.86,15.71,17.29,18.14,19.43,19.86,19.14,20.86,19.14,18.57,19.0
Indiana,Indiana 😷,Red,Flat,0% ^Flat^,0,88421,814,823,804,807,794,800,784,789,797,811,823,871,881,924,937,944,935,936,911,913,870,859,855,831,816,812,806,788,941,939,Minimal ^Level 1^,Green,11767,38,65% ^Normal^,62% ^Normal^,1.0 ^0.9 - 1.1^,63.0,11.29,13.14,12.86,13.14,13.14,13.0,13.71,13.43,12.29,13.57,12.86,12.43,12.86,10.86
Iowa,Iowa,Bruised Red,Increasing,38% ^Increasing^,38,57294,484,472,498,486,473,472,470,470,466,483,475,469,472,471,461,470,450,425,438,501,520,522,517,497,526,582,563,550,559,620,Minimal ^Level 2^,Green,4378,21,66% ^Normal^,62% ^Normal^,1.1 ^1.0 - 1.2^,62.0,7.43,7.29,7.57,6.86,6.43,6.86,7.0,7.86,7.86,7.86,8.29,8.71,9.0,9.0
Kansas,Kansas 😷,Bruised Red,Increasing,14% ^Increasing^,14,38401,405,405,395,395,386,386,386,386,386,407,407,404,404,404,408,408,404,404,464,464,464,491,491,478,478,424,424,424,462,462,Minimal ^Level 1^,Green,4671,31,63% ^Normal^,55% ^Normal^,0.9 ^0.8 - 1.0^,55.0,3.86,3.86,3.14,3.14,3.14,2.57,2.57,2.29,2.29,2.43,2.43,2.43,3.0,3.0
Kentucky,Kentucky 😷,Red,Flat,2% ^Flat^,2,44568,598,581,598,606,603,566,587,558,582,573,553,521,551,542,535,514,601,633,643,622,619,634,644,569,563,567,476,602,601,610,Minimal ^Level 1^,Green,6938,34,79% ^Elevated^,67% ^Normal^,0.9 ^0.8 - 1.0^,48.0,5.43,5.14,5.71,5.43,5.71,6.14,6.71,7.43,8.57,8.57,7.71,9.71,9.57,9.29
Louisiana,Louisiana 😷,Bruised Red,Decreasing,-40% ^Decreasing^,-40,144116,2146,2065,1917,1833,1792,1792,1739,1561,1918,1881,1824,1781,1781,1665,1588,1238,1194,1170,1142,1142,931,932,857,800,769,712,712,718,726,713,Minimal ^Level 2^,Green,14867,63,66% ^Normal^,66% ^Normal^,0.7 ^0.6 - 0.9^,138.0,37.86,36.57,31.86,31.86,34.86,34.14,34.43,35.43,33.57,36.71,36.71,34.14,34.0,34.71
Maine,Maine 😷,Green,Increasing,99% ^Increasing^,99,4368,17,16,20,22,22,21,21,20,20,18,16,15,13,12,11,11,11,13,14,17,18,21,23,23,23,24,25,24,23,22,Minimal ^Level 1^,Green,3293,163,68% ^Normal^,63% ^Normal^,1.2 ^0.8 - 1.5^,134.0,0.29,0.29,0.29,0.29,0.29,0.29,0.14,0.14,0.29,0.43,0.43,0.57,0.57,0.57
Maryland,Maryland 😷,Red,Decreasing,-23% ^Decreasing^,-23,105046,884,854,873,906,940,902,932,895,904,877,833,780,745,747,731,713,708,736,724,730,673,637,627,609,581,575,547,556,565,544,Minimal ^Level 1^,Green,12609,70,69% ^Normal^,71% ^Elevated^,0.9 ^0.8 - 1.0^,131.0,10.86,9.86,9.43,8.43,7.71,7.14,6.57,7.0,7.0,6.14,7.0,7.43,7.57,8.14
Massachusetts,Massachusetts 😷,Yellow,Increasing,20% ^Increasing^,20,126420,305,307,338,350,375,396,403,390,432,423,397,383,382,369,380,358,337,349,320,312,309,300,269,345,344,384,352,309,373,405,Minimal ^Level 1^,Green,19691,147,53% ^Normal^,73% ^Elevated^,0.8 ^0.7 - 0.9^,214.0,15.71,14.14,13.57,13.86,13.43,13.14,12.57,15.29,14.0,13.86,14.71,13.14,16.43,17.29
Michigan,Michigan 😷,Yellow,Increasing,9% ^Increasing^,9,108637,683,700,749,764,786,894,729,743,745,703,696,699,694,709,705,720,685,743,751,799,790,778,741,772,680,556,609,650,705,748,Minimal ^Level 1^,Green,30950,125,75% ^Elevated^,65% ^Normal^,1.0 ^0.9 - 1.1^,98.0,8.71,7.0,6.0,9.43,10.43,9.43,10.71,11.29,11.29,9.71,9.86,9.57,10.14,10.86
Minnesota,Minnesota,Red,Flat,3% ^Flat^,3,70707,671,689,712,710,711,700,685,680,697,690,707,675,702,707,708,668,646,622,648,616,608,600,603,616,616,630,636,633,655,664,Minimal ^Level 1^,Green,9889,45,72% ^Elevated^,64% ^Normal^,1.0 ^0.9 - 1.1^,71.0,7.71,7.71,8.29,8.0,7.71,8.14,8.57,8.57,8.57,8.57,8.86,8.71,8.43,8.29
Mississippi,Mississippi 😷,Bruised Red,Flat,1% ^Flat^,1,79206,1295,1254,1248,1361,1298,1255,1178,1167,1129,1091,974,956,966,946,932,871,847,798,785,730,709,680,702,740,780,770,788,823,856,857,Minimal ^Level 1^,Green,3125,11,75% ^Elevated^,58% ^Normal^,1.0 ^0.9 - 1.1^,62.0,26.43,26.57,27.86,29.43,26.86,26.14,26.29,24.86,25.57,24.43,22.43,22.29,21.86,26.71
Missouri,Missouri,Bruised Red,Flat,0% ^Flat^,0,76636,1347,1437,1527,1591,1567,1507,1416,1405,1322,1224,1078,1008,874,791,1010,979,1030,1059,1127,1288,1442,1238,1212,1164,1134,1099,1123,1086,1046,1031,Minimal ^Level 1^,Green,8085,24,60% ^Normal^,47% ^Normal^,1.0 ^0.9 - 1.1^,49.0,7.29,6.43,4.86,6.43,9.43,12.71,12.86,13.0,13.14,12.0,11.29,8.43,4.29,5.43
Montana,Montana,Red,Decreasing,-7% ^Decreasing^,-7,6624,109,109,123,129,132,117,122,122,120,108,113,113,115,108,112,113,120,115,112,110,114,111,106,98,95,96,102,97,100,111,Minimal ^Level 1^,Green,4428,121,59% ^Normal^,62% ^Normal^,1.0 ^0.8 - 1.2^,39.0,2.14,2.29,1.57,1.0,1.0,1.0,1.0,0.57,1.14,1.14,1.14,1.14,1.29,1.86
Nebraska,Nebraska,Red,Decreasing,-20% ^Decreasing^,-20,32047,291,293,281,277,278,291,285,298,294,289,295,294,270,265,247,249,265,251,263,269,285,277,267,256,257,241,234,220,217,212,Minimal ^Level 1^,Green,2142,31,58% ^Normal^,48% ^Normal^,0.9 ^0.8 - 1.0^,102.0,2.71,3.0,2.86,2.29,2.29,2.29,2.0,2.43,2.14,1.86,2.14,2.14,2.43,3.0
Nevada,Nevada 😷,Bruised Red,Decreasing,-28% ^Decreasing^,-28,66413,1017,1058,1021,986,1029,1037,1052,1053,1035,1003,962,921,906,861,825,763,746,728,745,741,725,714,731,711,705,669,637,614,578,539,Minimal ^Level 1^,Green,3622,20,73% ^Elevated^,72% ^Elevated^,0.9 ^0.8 - 1.0^,83.0,15.14,18.57,17.86,17.14,16.43,16.29,17.29,19.71,20.29,20.0,18.29,17.86,17.57,18.29
New Hampshire,New Hampshire,Green,Decreasing,-31% ^Decreasing^,-31,7150,33,36,34,31,32,28,25,28,23,28,29,28,29,31,29,29,28,29,26,23,22,23,22,21,18,18,16,17,19,19,Minimal ^Level 1^,Green,1852,90,50% ^Normal^,65% ^Normal^,0.8 ^0.3 - 1.3^,258.0,0.29,0.57,0.43,0.57,0.57,0.57,0.71,1.0,0.86,0.86,0.86,0.86,0.86,0.71
New Jersey,New Jersey 😷,Green,Decreasing,-26% ^Decreasing^,-26,190021,407,434,446,440,474,453,427,400,382,366,390,343,343,346,345,358,373,413,443,430,383,391,375,356,276,236,256,291,279,275,Minimal ^Level 1^,Green,23593,176,64% ^Normal^,74% ^Elevated^,0.8 ^0.7 - 0.9^,477.0,8.14,8.29,8.14,7.86,7.43,7.43,7.0,7.29,7.0,6.86,6.14,6.29,6.14,5.43
New Mexico,New Mexico 😷,Yellow,Decreasing,-26% ^Decreasing^,-26,24469,296,327,325,330,318,304,287,282,233,221,204,198,195,188,186,188,186,179,173,171,170,156,151,134,133,138,134,143,141,138,Minimal ^Level 1^,Green,6664,146,63% ^Normal^,67% ^Normal^,0.9 ^0.7 - 1.1^,120.0,5.0,4.0,4.0,4.0,4.29,4.14,4.0,4.29,4.86,5.29,5.14,4.57,4.43,4.14
New York,New York 😷,Green,Decreasing,-6% ^Decreasing^,-6,430774,717,671,672,668,652,652,652,643,673,662,651,661,654,652,642,631,640,645,646,651,664,654,653,643,623,621,609,604,604,600,Minimal ^Level 1^,Green,79781,272,60% ^Normal^,74% ^Elevated^,1.0 ^0.9 - 1.1^,495.0,5.57,6.14,6.0,7.0,6.86,7.43,7.57,7.43,6.71,6.57,5.43,5.43,5.57,4.71
North Carolina,North Carolina,Red,Increasing,12% ^Increasing^,12,157741,1899,1889,1836,1900,1879,1827,1787,1742,1725,1634,1582,1523,1555,1571,1473,1391,1396,1365,1337,1277,1248,1239,1269,1267,1297,1392,1419,1452,1554,1566,Minimal ^Level 1^,Green,21606,42,74% ^Elevated^,74% ^Elevated^,1.1 ^1.0 - 1.2^,67.0,28.43,27.86,25.57,26.14,25.57,25.14,27.43,26.0,25.43,25.86,25.43,26.29,26.71,24.86
North Dakota,North Dakota,Bruised Red,Increasing,58% ^Increasing^,58,10229,123,133,123,115,122,124,104,114,113,119,125,123,129,142,133,136,130,142,142,134,142,133,128,143,153,165,185,184,193,207,Minimal ^Level 1^,Green,1810,27,35% ^Normal^,61% ^Normal^,1.2 ^1.1 - 1.3^,32.0,1.14,1.0,1.0,1.0,1.0,0.57,1.0,0.86,1.0,1.0,1.0,1.0,1.0,0.86
Ohio,Ohio 😷,Red,Decreasing,-17% ^Decreasing^,-17,116495,1287,1326,1307,1349,1345,1272,1280,1255,1230,1202,1121,1074,1126,1117,1110,1103,1135,1136,1126,1101,1063,1047,1014,948,940,927,927,931,941,939,Minimal ^Level 1^,Green,22697,73,62% ^Normal^,67% ^Normal^,0.9 ^0.8 - 1.0^,84.0,19.71,19.57,18.86,22.29,22.43,22.71,23.29,24.71,24.86,24.43,21.57,21.71,22.0,17.86
Oklahoma,Oklahoma,Bruised Red,Flat,0% ^Flat^,0,54172,1036,1064,1046,1110,1053,1093,991,845,813,849,809,824,764,763,766,752,691,672,663,674,682,678,657,646,652,693,686,689,687,692,Minimal ^Level 1^,Green,7976,35,63% ^Normal^,63% ^Normal^,1.0 ^0.9 - 1.1^,52.0,6.29,6.43,6.29,7.71,8.29,8.57,9.14,10.29,10.14,10.14,9.71,9.29,9.29,8.86
Oregon,Oregon 😷,Yellow,Decreasing,-16% ^Decreasing^,-16,25391,320,325,333,345,341,332,334,325,326,323,299,306,313,311,303,296,292,296,282,287,284,280,272,264,266,258,242,239,243,245,Minimal ^Level 1^,Green,4524,56,78% ^Elevated^,86% ^Constrained^,0.9 ^0.8 - 1.1^,69.0,5.29,6.29,5.29,4.43,4.57,4.43,4.14,4.71,4.14,4.14,4.43,4.14,4.57,4.43
Pennsylvania,Pennsylvania 😷,Yellow,Decreasing,-18% ^Decreasing^,-18,130035,932,946,975,960,925,902,881,842,804,785,778,747,737,752,757,753,774,800,810,815,801,770,757,717,688,669,661,655,661,637,Minimal ^Level 1^,Green,13663,65,72% ^Elevated^,73% ^Elevated^,0.9 ^0.8 - 1.0^,139.0,20.14,18.14,21.14,21.71,22.0,21.57,21.0,19.71,18.43,16.14,15.86,15.71,15.86,15.14
Rhode Island,Rhode Island 😷,Red,Flat,5% ^Flat^,5,21372,87,106,105,115,114,114,114,104,95,97,94,102,116,126,98,95,93,90,85,87,87,91,91,95,90,98,105,107,104,97,Minimal ^Level 1^,Green,6170,192,87% ^Severely constrained^,101% ^Constrained^,0.9 ^0.7 - 1.1^,150.0,0.86,0.71,1.0,1.0,1.0,1.14,1.14,1.29,1.29,1.29,1.86,1.86,1.71,2.14
South Carolina,South Carolina,Bruised Red,Decreasing,-22% ^Decreasing^,-22,113488,1567,1539,1543,1567,1487,1513,1513,1505,1440,1375,1318,1315,1266,1235,1173,1134,1072,1016,946,917,866,828,792,777,773,791,773,784,800,831,Minimal ^Level 2^,Green,6775,25,76% ^Elevated^,82% ^Constrained^,0.9 ^0.8 - 1.0^,92.0,35.71,34.71,34.57,36.14,34.0,34.14,35.0,30.86,30.71,36.43,33.29,33.57,31.86,26.57
South Dakota,South Dakota,Bruised Red,Increasing,64% ^Increasing^,64,11505,72,68,81,77,81,80,80,82,84,75,84,87,87,93,92,91,92,89,93,92,96,100,104,107,113,123,145,143,152,152,Minimal ^Level 1^,Green,1095,22,48% ^Normal^,40% ^Normal^,1.3 ^1.1 - 1.4^,50.0,1.43,1.0,0.86,0.86,1.0,1.0,1.14,1.14,1.29,1.29,1.14,1.14,1.14,1.0
Tennessee,Tennessee,Bruised Red,Decreasing,-22% ^Decreasing^,-22,145417,2391,2078,2344,2269,2412,2484,2242,2021,2279,1897,1926,1832,1772,1869,1897,1782,1756,1737,1668,1595,1571,1547,1552,1630,1523,1484,1477,1461,1409,1377,Minimal ^Level 1^,Green,25749,57,72% ^Elevated^,72% ^Elevated^,1.0 ^0.9 - 1.1^,71.0,20.71,18.14,17.14,18.57,20.43,22.0,22.14,23.29,25.0,31.86,31.14,28.71,28.71,28.86
Texas,Texas 😷,Bruised Red,Decreasing,-22% ^Decreasing^,-22,586730,7641,7504,7384,7283,7303,7806,6976,8013,8131,8083,7911,7654,7285,7982,6972,7063,6705,6584,6581,6765,7031,7448,7087,7205,6998,6712,6329,5994,5348,5214,Minimal ^Level 1^,Green,31988,19,80% ^Constrained^,75% ^Elevated^,0.8 ^0.7 - 0.9^,76.0,219.57,212.29,215.14,213.86,217.71,220.57,220.0,217.86,214.86,207.0,203.71,198.14,194.43,189.43
Utah,Utah,Bruised Red,Decreasing,-6% ^Decreasing^,-6,49767,555,549,517,514,462,440,457,446,436,448,460,454,436,422,409,406,395,358,372,367,361,358,344,347,365,353,356,352,353,373,Minimal ^Level 1^,Green,3440,28,56% ^Normal^,56% ^Normal^,1.0 ^0.8 - 1.1^,90.0,3.43,3.29,3.57,4.0,3.86,2.71,2.86,3.71,4.0,3.29,3.14,3.14,3.71,4.0
Vermont,Vermont 😷,Green,Flat,0% ^Flat^,0,1572,6,6,6,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,8,8,8,9,8,8,8,6,6,6,6,6,Minimal ^Level 1^,Green,1169,124,53% ^Normal^,37% ^Normal^,0.8 ^0.0 - 1.6^,179.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Decreasing,-15% ^Decreasing^,-15,114635,1100,1089,1086,1095,1075,1027,1031,1005,1037,1008,995,1142,1198,1186,1092,1071,1067,1108,994,937,943,953,934,928,894,860,903,897,887,908,Minimal ^Level 1^,Green,15666,52,65% ^Normal^,58% ^Normal^,1.0 ^0.9 - 1.1^,85.0,11.14,9.14,7.57,8.43,7.86,8.29,7.43,8.29,9.14,9.43,8.86,12.29,12.29,14.0
Washington,Washington 😷,Bruised Red,Decreasing,-24% ^Decreasing^,-24,71371,813,797,804,820,828,711,813,791,771,739,728,731,826,712,700,705,682,660,632,650,623,627,582,588,570,579,520,530,507,521,Minimal ^Level 1^,Green,521,3,88% ^Severely constrained^,85% ^Constrained^,0.9 ^0.8 - 1.0^,92.0,13.86,14.29,11.86,11.86,11.14,13.29,12.57,13.29,14.0,14.43,13.57,13.0,11.71,11.71
West Virginia,West Virginia,Yellow,Decreasing,-22% ^Decreasing^,-22,9395,130,139,160,125,135,131,128,131,125,119,122,113,118,120,112,118,121,125,120,128,124,125,122,113,119,113,104,101,97,95,Minimal ^Level 2^,Green,5406,173,75% ^Elevated^,73% ^Elevated^,0.9 ^0.8 - 1.1^,66.0,4.14,4.14,4.29,4.14,3.0,2.71,2.43,1.86,1.86,1.86,2.29,2.57,2.71,3.29
Wisconsin,Wisconsin,Red,Decreasing,-12% ^Decreasing^,-12,76306,944,890,915,916,887,906,901,874,872,875,844,871,879,835,851,850,792,805,808,762,773,766,757,783,754,724,740,708,701,697,Minimal ^Level 1^,Green,8351,36,57% ^Normal^,64% ^Normal^,0.9 ^0.8 - 1.0^,73.0,5.86,5.71,5.0,6.0,5.86,5.86,6.57,7.0,7.0,6.14,6.29,6.14,6.14,6.14
Wyoming,Wyoming,Yellow,Increasing,66% ^Increasing^,66,3634,48,50,49,49,46,46,48,47,42,42,39,39,35,35,28,27,23,23,26,31,34,41,41,49,50,49,45,42,39,39,Minimal ^Level 1^,Green,1155,90,41% ^Normal^,39% ^Normal^,1.1 ^0.9 - 1.4^,63.0,0.29,0.43,0.29,0.29,0.29,0.71,0.71,0.71,0.57,1.0,1.0,1.0,0.57,0.43
Puerto Rico,Puerto Rico,Bruised Red,Decreasing,-32% ^Decreasing^,-32,30720,424,414,432,443,402,476,467,480,498,513,480,558,507,530,576,583,632,645,635,610,555,563,616,551,528,531,555,556,551,430,Moderate ^Level 7^,Yellow,430,3,58% ^Normal^,57% ^Normal^,0.9 ^0.8 - 1.0^,47.0,7.0,6.86,7.43,7.86,8.0,8.0,8.43,8.71,8.71,8.14,7.43,7.86,7.86,7.0
United States,United States,Red,Decreasing,-22% ^Decreasing^,-22,5747767,65883,64824,64513,64245,63178,62551,60631,59834,59165,57062,54875,53983,53032,53472,52370,52944,53476,53115,52275,52641,51458,50876,48712,47129,45981,44708,43258,42573,42169,41624,N/A ^Not Available^,Green,691876,50,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,1079.57,1067.14,1050.43,1069.0,1069.43,1066.71,1048.0,1034.14,1029.71,1016.29,989.14,982.43,973.0,966.0
