STATE,STATE NAME,NEW GATING SCORE,14-DAY TREND FOR COVID+,14-DAY TREND OF COVID+,14-DAY CHANGE IN COVID+,TOTAL COVID+,CASES-T-29,CASES-T-28,CASES-T-27,CASES-T-26,CASES-T-25,CASES-T-24,CASES-T-23,CASES-T-22,CASES-T-21,CASES-T-20,CASES-T-19,CASES-T-18,CASES-T-17,CASES-T-16,CASES-T-15,CASES-T-14,CASES-T-13,CASES-T-12,CASES-T-11,CASES-T-10,CASES-T-9,CASES-T-8,CASES-T-7,CASES-T-6,CASES-T-5,CASES-T-4,CASES-T-3,CASES-T-2,CASES-T-1,CASES-T-0,INFLUENZA-LIKE ILLNESS,GATING-CRITERIA-ILI,TESTS CONDUCTED (7-DAY AVG),% OF TEST TARGET (INCIDENCE ADJUSTED),ICU OCCUPIED,BEDS OCCUPIED,RT RANGE (90% CI),DOUBLING TIME (DAYS),DEATHS-13,DEATHS-12,DEATHS-11,DEATHS-10,DEATHS-09,DEATHS-08,DEATHS-07,DEATHS-06,DEATHS-05,DEATHS-04,DEATHS-03,DEATHS-02,DEATHS-01,DEATHS-00
Georgia,Georgia,Bruised Red,Decreasing,-20% ^Decreasing^,-20,246741,3495,3616,3745,3617,3547,3610,3723,3717,3671,3564,3546,3603,3513,3271,3341,3230,3236,3345,3346,3370,3520,3491,3396,3270,3106,2919,2834,2727,2547,2582,Minimal ^Level 2^,Green,22032,26,72% ^Elevated^,55% ^Normal^,0.9 ^0.8 - 1.0^,64.0,52.14,51.57,51.29,55.29,61.43,67.43,73.14,65.14,69.0,71.86,71.14,63.29,56.14,52.29
Hawaii,Hawaii,Bruised Red,Increasing,66% ^Increasing^,66,5844,22,20,26,31,38,43,45,48,61,71,80,82,80,105,119,128,132,143,164,179,170,195,221,200,204,211,221,225,236,219,Minimal ^Level 1^,Green,2584,36,64% ^Normal^,87% ^Constrained^,1.1 ^1.0 - 1.2^,16.0,0.43,0.71,0.71,0.71,1.14,1.57,1.86,1.57,1.29,1.29,1.29,0.86,0.57,0.71
Idaho,Idaho,Bruised Red,Decreasing,-19% ^Decreasing^,-19,28696,586,554,515,502,504,472,490,486,480,501,494,470,452,426,430,433,450,457,483,475,489,480,489,462,464,426,427,406,390,366,Minimal ^Level 2^,Green,2362,20,49% ^Normal^,45% ^Normal^,0.9 ^0.7 - 1.0^,52.0,6.57,5.71,5.43,5.71,5.57,5.14,4.14,4.0,5.14,4.86,4.57,4.86,5.14,6.43
Illinois,Illinois 😷,Bruised Red,Increasing,14% ^Increasing^,14,215053,1236,1288,1313,1334,1417,1425,1442,1413,1434,1488,1519,1508,1518,1574,1627,1652,1670,1749,1737,1740,1751,1734,1717,1745,1693,1719,1784,1811,1904,1904,Minimal ^Level 1^,Green,43630,69,51% ^Normal^,55% ^Normal^,1.0 ^0.9 - 1.1^,76.0,18.57,20.0,18.71,17.57,17.71,15.86,16.29,15.71,13.86,15.71,17.29,18.14,19.43,19.86
Indiana,Indiana 😷,Red,Decreasing,-6% ^Decreasing^,-6,83277,758,789,826,838,829,814,823,804,807,794,800,784,789,797,811,823,871,881,924,937,944,935,936,911,913,870,859,855,831,816,Minimal ^Level 2^,Green,9643,36,64% ^Normal^,58% ^Normal^,0.9 ^0.8 - 1.0^,68.0,8.29,9.29,9.43,9.14,10.43,11.29,13.14,12.86,13.14,13.14,13.0,13.71,13.43,12.29
Iowa,Iowa,Bruised Red,Increasing,12% ^Increasing^,12,54015,500,500,507,538,497,484,472,498,486,473,472,470,470,466,483,475,469,472,471,461,470,450,425,438,501,520,522,517,497,526,Minimal ^Level 1^,Green,4768,27,63% ^Normal^,58% ^Normal^,1.0 ^0.9 - 1.1^,69.0,6.57,7.57,7.71,7.29,7.43,7.43,7.29,7.57,6.86,6.43,6.86,7.0,7.86,7.86
Kansas,Kansas 😷,Bruised Red,Increasing,18% ^Increasing^,18,35890,453,453,449,449,449,405,405,395,395,386,386,386,386,386,407,407,404,404,404,408,408,404,404,464,464,464,491,491,478,478,Minimal ^Level 1^,Green,3611,23,58% ^Normal^,51% ^Normal^,1.1 ^1.0 - 1.2^,50.0,3.14,3.14,3.14,3.14,3.14,3.86,3.86,3.14,3.14,3.14,2.57,2.57,2.29,2.29
Kentucky,Kentucky 😷,Red,Increasing,8% ^Increasing^,8,41626,552,581,618,654,560,598,581,598,606,603,566,587,558,582,573,553,521,551,542,535,514,601,633,643,622,619,634,644,569,563,Minimal ^Level 1^,Green,7443,40,77% ^Elevated^,63% ^Normal^,1.0 ^0.9 - 1.1^,49.0,4.14,4.57,4.43,4.43,4.57,5.43,5.14,5.71,5.43,5.71,6.14,6.71,7.43,8.57
Louisiana,Louisiana 😷,Bruised Red,Decreasing,-57% ^Decreasing^,-57,140821,2175,2177,2163,2163,2267,2146,2065,1917,1833,1792,1792,1739,1561,1918,1881,1824,1781,1781,1665,1588,1238,1194,1170,1142,1142,931,932,857,800,769,Minimal ^Level 3^,Green,14722,58,66% ^Normal^,63% ^Normal^,0.7 ^0.6 - 0.8^,125.0,36.86,36.86,36.57,37.57,37.43,37.86,36.57,31.86,31.86,34.86,34.14,34.43,35.43,33.57
Maine,Maine 😷,Green,Increasing,61% ^Increasing^,61,4253,21,20,17,21,18,17,16,20,22,22,21,21,20,20,18,16,15,13,12,11,11,11,13,14,17,18,21,23,23,23,Minimal ^Level 1^,Green,2557,126,64% ^Normal^,58% ^Normal^,1.2 ^0.8 - 1.6^,123.0,0.14,0.29,0.29,0.14,0.43,0.29,0.29,0.29,0.29,0.29,0.29,0.14,0.14,0.29
Maryland,Maryland 😷,Red,Decreasing,-25% ^Decreasing^,-25,102229,737,739,771,835,802,884,854,873,906,940,902,932,895,904,877,833,780,745,747,731,713,708,736,724,730,673,637,627,609,581,Minimal ^Level 1^,Green,13226,69,66% ^Normal^,67% ^Normal^,0.8 ^0.7 - 0.9^,119.0,10.29,10.14,10.0,9.71,10.57,10.86,9.86,9.43,8.43,7.71,7.14,6.57,7.0,7.0
Massachusetts,Massachusetts 😷,Yellow,Decreasing,-10% ^Decreasing^,-10,124728,282,295,301,290,300,305,307,338,350,375,396,403,390,432,423,397,383,382,369,380,358,337,349,320,312,309,300,269,345,344,Minimal ^Level 1^,Green,18363,162,51% ^Normal^,64% ^Normal^,0.9 ^0.8 - 1.0^,249.0,14.29,13.57,13.86,13.29,13.43,15.71,14.14,13.57,13.86,13.43,13.14,12.57,15.29,14.0
Michigan,Michigan 😷,Yellow,Decreasing,-14% ^Decreasing^,-14,104091,688,656,640,533,685,683,700,749,764,786,894,729,743,745,703,696,699,694,709,705,720,685,743,751,799,790,778,741,772,605,Minimal ^Level 1^,Green,24686,124,72% ^Elevated^,60% ^Normal^,1.0 ^0.9 - 1.1^,117.0,10.57,9.0,8.86,9.0,8.86,8.71,7.0,6.0,9.43,10.43,9.43,10.71,11.29,9.0
Minnesota,Minnesota,Red,Decreasing,-9% ^Decreasing^,-9,67308,603,625,639,689,707,671,689,712,710,711,700,685,680,697,690,707,675,702,707,708,668,646,622,648,616,608,600,603,616,616,Minimal ^Level 1^,Green,9571,47,68% ^Normal^,59% ^Normal^,0.9 ^0.8 - 1.0^,73.0,5.86,6.14,6.29,6.43,6.71,7.71,7.71,8.29,8.0,7.71,8.14,8.57,8.57,8.57
Mississippi,Mississippi 😷,Bruised Red,Decreasing,-18% ^Decreasing^,-18,75449,1215,1179,1262,1322,1381,1295,1254,1248,1361,1298,1255,1178,1167,1129,1091,974,956,966,946,932,871,847,798,785,730,709,680,702,740,780,Minimal ^Level 1^,Green,2743,11,73% ^Elevated^,54% ^Normal^,0.9 ^0.8 - 1.0^,65.0,26.43,25.86,27.57,28.71,27.29,26.43,26.57,27.86,29.43,26.86,26.14,26.29,24.86,25.57
Missouri,Missouri,Bruised Red,Increasing,12% ^Increasing^,12,71733,907,1040,1152,1209,1262,1347,1437,1527,1591,1567,1507,1416,1405,1322,1224,1078,1008,874,791,1010,979,1030,1059,1127,1288,1442,1238,1212,1164,1134,Minimal ^Level 2^,Green,10645,28,58% ^Normal^,44% ^Normal^,1.0 ^0.9 - 1.1^,41.0,8.29,6.86,6.86,7.43,6.57,7.29,6.43,4.86,6.43,9.43,12.71,12.86,13.0,13.14
Montana,Montana,Red,Decreasing,-16% ^Decreasing^,-16,6072,102,97,96,113,116,109,109,123,129,132,117,122,122,120,108,113,113,115,108,112,113,120,115,112,110,114,111,106,98,95,Minimal ^Level 1^,Green,1391,44,55% ^Normal^,61% ^Normal^,0.9 ^0.7 - 1.1^,42.0,1.43,2.0,2.0,1.57,1.86,2.14,2.29,1.57,1.0,1.0,1.0,1.0,0.57,1.14
Nebraska,Nebraska,Red,Decreasing,-13% ^Decreasing^,-13,31040,210,215,241,259,273,291,293,281,277,278,291,285,298,294,289,295,294,270,265,247,249,265,251,263,269,285,277,267,256,257,Minimal ^Level 1^,Green,2966,35,54% ^Normal^,45% ^Normal^,0.9 ^0.8 - 1.1^,81.0,1.71,1.86,1.86,1.86,2.29,2.71,3.0,2.86,2.29,2.29,2.29,2.0,2.43,2.14
Nevada,Nevada 😷,Bruised Red,Decreasing,-23% ^Decreasing^,-23,63584,1170,1143,1084,1048,1011,1017,1058,1021,986,1029,1037,1052,1053,1035,1003,962,921,906,861,825,763,746,728,745,741,725,714,731,711,705,Minimal ^Level 1^,Green,3974,17,68% ^Normal^,71% ^Elevated^,0.9 ^0.8 - 1.0^,60.0,12.86,16.71,17.86,16.57,17.0,15.14,18.57,17.86,17.14,16.43,16.29,17.29,19.71,20.29
New Hampshire,New Hampshire,Yellow,Decreasing,-35% ^Decreasing^,-35,7050,24,26,22,36,33,33,36,34,31,32,28,25,28,23,28,29,28,29,31,29,29,28,29,26,23,22,23,22,21,18,Minimal ^Level 1^,Green,1152,56,46% ^Normal^,59% ^Normal^,0.8 ^0.4 - 1.2^,263.0,0.57,0.43,0.43,0.29,0.29,0.29,0.57,0.43,0.57,0.57,0.57,0.71,1.0,0.86
New Jersey,New Jersey 😷,Green,Decreasing,-19% ^Decreasing^,-19,188527,195,198,256,292,369,407,434,446,440,474,453,427,400,382,366,390,343,343,346,345,358,373,413,443,430,383,391,375,356,276,Minimal ^Level 1^,Green,25931,194,54% ^Normal^,73% ^Elevated^,0.9 ^0.8 - 1.0^,471.0,9.0,8.71,8.57,7.71,7.86,8.14,8.29,8.14,7.86,7.43,7.43,7.0,5.86,5.57
New Mexico,New Mexico 😷,Yellow,Decreasing,-18% ^Decreasing^,-18,23951,286,284,289,288,293,296,327,325,330,318,304,287,282,233,221,204,198,195,188,186,188,186,179,173,171,170,156,151,158,162,Minimal ^Level 1^,Green,7143,133,62% ^Normal^,65% ^Normal^,0.8 ^0.6 - 1.0^,100.0,4.86,4.71,4.29,4.43,5.0,5.0,4.0,4.0,4.0,4.29,4.14,4.0,5.14,5.57
New York,New York 😷,Green,Decreasing,-6% ^Decreasing^,-6,427803,697,703,700,699,704,717,671,672,668,652,652,652,643,673,662,651,661,654,652,642,631,640,645,646,651,664,654,653,643,623,Minimal ^Level 1^,Green,76715,262,57% ^Normal^,70% ^Normal^,1.0 ^0.9 - 1.1^,473.0,5.71,4.43,4.57,4.57,5.14,5.57,6.14,6.0,7.0,6.86,7.43,7.57,7.43,6.71
North Carolina,North Carolina,Red,Decreasing,-15% ^Decreasing^,-15,149904,1962,1924,1931,1876,1848,1899,1889,1836,1900,1879,1827,1787,1742,1725,1634,1582,1523,1555,1571,1473,1391,1396,1365,1337,1277,1248,1239,1269,1267,1297,Minimal ^Level 1^,Green,21803,51,73% ^Elevated^,71% ^Elevated^,0.9 ^0.8 - 1.0^,78.0,30.0,28.0,28.43,27.14,27.71,28.43,27.86,25.57,26.14,25.57,25.14,27.43,26.0,25.43
North Dakota,North Dakota,Bruised Red,Increasing,25% ^Increasing^,25,9242,115,118,117,118,122,123,133,123,115,122,124,104,114,113,119,125,123,129,142,133,136,130,142,142,134,142,133,128,143,153,Minimal ^Level 1^,Green,1392,28,38% ^Normal^,60% ^Normal^,1.0 ^0.9 - 1.2^,39.0,0.43,0.43,0.43,0.86,0.86,1.14,1.0,1.0,1.0,1.0,0.57,1.0,0.86,1.0
Ohio,Ohio 😷,Red,Decreasing,-12% ^Decreasing^,-12,112003,1347,1369,1352,1337,1306,1287,1326,1307,1349,1345,1272,1280,1255,1230,1202,1121,1074,1126,1117,1110,1103,1135,1136,1126,1101,1063,1047,1014,948,940,Minimal ^Level 1^,Green,22579,73,61% ^Normal^,64% ^Normal^,0.9 ^0.8 - 1.0^,80.0,23.29,21.86,20.0,19.14,19.71,19.71,19.57,18.86,22.29,22.43,22.71,23.29,24.71,24.86
Oklahoma,Oklahoma,Bruised Red,Decreasing,-21% ^Decreasing^,-21,50669,641,647,711,718,860,1036,1064,1046,1110,1053,1093,991,845,813,849,809,824,764,763,766,752,691,672,663,674,682,678,657,646,652,Minimal ^Level 1^,Green,8517,40,61% ^Normal^,58% ^Normal^,0.9 ^0.8 - 1.0^,51.0,8.43,7.71,7.57,7.71,7.43,6.29,6.43,6.29,7.71,8.29,8.57,9.14,10.29,10.14
Oregon,Oregon 😷,Yellow,Decreasing,-13% ^Decreasing^,-13,24165,330,315,329,335,311,320,325,333,345,341,332,334,325,326,323,299,306,313,311,303,296,292,296,282,287,284,280,272,264,266,Minimal ^Level 1^,Green,5586,64,70% ^Normal^,75% ^Elevated^,0.9 ^0.8 - 1.0^,60.0,3.71,4.29,4.29,4.14,5.0,5.29,6.29,5.29,4.43,4.57,4.43,4.14,4.71,4.14
Pennsylvania,Pennsylvania 😷,Yellow,Decreasing,-8% ^Decreasing^,-8,126940,819,845,870,912,914,932,946,975,960,925,902,881,842,804,785,778,747,737,752,757,753,774,800,810,815,801,770,757,717,688,Minimal ^Level 1^,Green,14574,64,66% ^Normal^,69% ^Normal^,0.9 ^0.8 - 1.0^,125.0,15.43,15.57,15.0,15.43,17.14,20.14,18.14,21.14,21.71,22.0,21.57,21.0,19.71,18.43
Rhode Island,Rhode Island 😷,Red,Decreasing,-12% ^Decreasing^,-12,20871,60,62,62,62,62,87,106,105,115,114,114,114,104,95,97,94,102,116,126,98,95,93,90,85,87,87,91,91,95,90,Minimal ^Level 1^,Green,4053,136,86% ^Severely constrained^,95% ^Constrained^,1.0 ^0.8 - 1.3^,158.0,1.0,1.14,1.14,0.71,0.71,0.86,0.71,1.0,1.0,1.0,1.14,1.14,1.29,1.29
South Carolina,South Carolina,Bruised Red,Decreasing,-41% ^Decreasing^,-41,109320,1828,1789,1792,1771,1602,1567,1539,1543,1567,1487,1513,1513,1505,1440,1375,1318,1315,1266,1235,1173,1134,1072,1016,946,917,866,828,792,777,773,Minimal ^Level 1^,Green,12396,49,74% ^Elevated^,72% ^Elevated^,0.7 ^0.6 - 0.8^,96.0,35.71,36.57,36.29,36.57,35.86,35.71,34.71,34.57,36.14,34.0,34.14,35.0,30.86,30.71
South Dakota,South Dakota,Bruised Red,Increasing,31% ^Increasing^,31,10691,61,64,59,63,70,72,68,81,77,81,80,80,82,84,75,84,87,87,93,92,91,92,89,93,92,96,100,104,107,113,Minimal ^Level 1^,Green,1048,28,44% ^Normal^,35% ^Normal^,1.1 ^0.9 - 1.2^,63.0,2.0,1.71,1.57,1.57,1.43,1.43,1.0,0.86,0.86,1.0,1.0,1.14,1.14,1.29
Tennessee,Tennessee,Bruised Red,Decreasing,-17% ^Decreasing^,-17,139175,2194,2207,2180,2066,2260,2391,2078,2344,2269,2412,2484,2242,2021,2279,1897,1926,1832,1772,1869,1897,1782,1756,1737,1668,1595,1571,1547,1552,1630,1523,Minimal ^Level 1^,Green,23483,47,71% ^Elevated^,66% ^Normal^,0.9 ^0.8 - 1.0^,61.0,20.86,21.14,21.43,20.14,22.0,20.71,18.14,17.14,18.57,20.43,22.0,22.14,23.29,25.0
Texas,Texas 😷,Bruised Red,Decreasing,-9% ^Decreasing^,-9,562559,9893,9781,8893,8302,8089,7641,7504,7384,7283,7303,7806,6976,8013,8131,8083,7911,7654,7285,7982,6972,7063,6705,6584,6581,6765,7031,7448,7087,7205,6998,Minimal ^Level 1^,Green,45187,20,75% ^Elevated^,71% ^Elevated^,0.8 ^0.7 - 0.9^,53.0,218.14,215.14,231.71,210.57,207.0,219.57,212.29,215.14,213.86,217.71,220.57,220.0,217.86,214.86
Utah,Utah,Red,Decreasing,-20% ^Decreasing^,-20,47982,670,608,627,613,551,555,549,517,514,462,440,457,446,436,448,460,454,436,422,409,406,395,358,372,367,361,358,344,347,365,Minimal ^Level 1^,Green,4450,37,56% ^Normal^,51% ^Normal^,0.9 ^0.8 - 1.0^,89.0,4.43,3.57,3.57,4.43,4.0,3.43,3.29,3.57,4.0,3.86,2.71,2.86,3.71,4.0
Vermont,Vermont 😷,Green,Increasing,56% ^Increasing^,56,1537,7,7,7,8,7,6,6,6,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,8,8,8,9,8,8,8,Minimal ^Level 1^,Green,1393,148,53% ^Normal^,32% ^Normal^,0.9 ^0.2 - 1.6^,138.0,0.14,0.14,0.14,0.14,0.14,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Virginia,Virginia,Red,Decreasing,-22% ^Decreasing^,-22,109882,981,972,990,1034,1020,1100,1089,1086,1095,1075,1027,1031,1005,1037,1008,995,1142,1198,1186,1092,1071,1067,1108,994,937,943,953,934,928,894,Minimal ^Level 1^,Green,16689,57,63% ^Normal^,55% ^Normal^,0.9 ^0.8 - 1.0^,83.0,20.43,15.29,15.43,15.57,14.29,11.14,9.14,7.57,8.43,7.86,8.29,7.43,8.29,9.14
Washington,Washington 😷,Bruised Red,Decreasing,-22% ^Decreasing^,-22,68689,896,886,814,822,832,813,797,804,820,828,711,813,791,771,739,728,731,826,712,700,705,682,660,632,650,623,627,582,588,570,Minimal ^Level 1^,Green,570,3,84% ^Constrained^,81% ^Constrained^,0.9 ^0.8 - 1.0^,81.0,12.71,15.43,13.71,13.14,13.86,13.86,14.29,11.86,11.86,11.14,13.29,12.57,13.29,14.0
West Virginia,West Virginia,Yellow,Increasing,5% ^Increasing^,5,8982,93,128,130,132,131,130,139,160,125,135,131,128,131,125,119,122,113,118,120,112,118,121,125,120,128,124,125,122,113,119,Minimal ^Level 1^,Green,5457,139,72% ^Elevated^,69% ^Normal^,0.9 ^0.8 - 1.1^,50.0,1.57,2.14,3.14,3.43,3.29,4.14,4.14,4.29,4.14,3.0,2.71,2.43,1.86,1.86
Wisconsin,Wisconsin,Red,Decreasing,-13% ^Decreasing^,-13,72903,912,933,951,945,962,944,890,915,916,887,906,901,874,872,875,844,871,879,835,851,850,792,805,808,762,773,766,757,783,754,Minimal ^Level 1^,Green,9054,36,52% ^Normal^,58% ^Normal^,0.9 ^0.8 - 1.0^,65.0,8.0,7.0,7.14,7.0,6.43,5.86,5.71,5.0,6.0,5.86,5.86,6.57,7.0,7.0
Wyoming,Wyoming,Red,Increasing,27% ^Increasing^,27,3468,43,46,48,48,50,48,50,49,49,46,46,48,47,42,42,39,39,35,35,28,27,23,23,26,31,34,41,41,49,50,Minimal ^Level 1^,Green,658,40,43% ^Normal^,39% ^Normal^,1.2 ^0.9 - 1.5^,46.0,0.29,0.29,0.29,0.14,0.29,0.29,0.43,0.29,0.29,0.29,0.71,0.71,0.71,0.57
Puerto Rico,Puerto Rico,Bruised Red,Decreasing,-5% ^Decreasing^,-5,28143,380,414,407,441,440,424,414,432,443,402,476,467,480,498,513,480,558,507,530,576,583,632,645,635,610,555,563,616,551,528,Moderate ^Level 6^,Yellow,528,3,58% ^Normal^,54% ^Normal^,,34.0,6.57,7.0,7.0,7.0,7.14,7.0,6.86,7.43,7.86,8.0,8.0,8.43,8.71,8.71
United States,United States,Red,Decreasing,-15% ^Decreasing^,-15,5544545,66845,66901,66613,66598,66146,65883,64824,64513,64245,63178,62551,60631,59834,59165,57062,54875,53983,53032,53472,52370,52944,53476,53115,52275,52641,51458,50876,48712,47153,45934,N/A ^Not Available^,Green,715266,47,N/A ^Not Available^,N/A ^Not Available^,N/A ^Not Available^,,1055.71,1041.43,1058.29,1045.0,1055.14,1079.57,1067.14,1050.43,1069.0,1069.43,1066.71,1048.0,1034.0,1027.0
