lab_report_date,health_district,number_of_pcr_testing,number_of_positive_pcr_testing,total_number_of_testing,total_number_of_positive
2020-09-09,Alleghany,237,13,253,13
2020-09-09,Arlington,241,8,247,9
2020-09-09,Central Shenandoah,415,59,421,60
2020-09-09,Central Virginia,908,63,910,64
2020-09-09,Chesapeake,646,21,653,21
2020-09-09,Chesterfield,710,42,745,43
2020-09-09,Chickahominy,255,23,260,23
2020-09-09,Crater,193,14,194,14
2020-09-09,Cumberland Plateau,62,5,62,5
2020-09-09,Eastern Shore,67,0,67,0
2020-09-09,Fairfax,1212,71,1300,80
2020-09-09,Hampton,150,10,150,10
2020-09-09,Henrico,539,46,593,49
2020-09-09,Lenowisco,67,11,73,15
2020-09-09,Lord Fairfax,374,11,381,11
2020-09-09,Loudoun,434,35,467,35
2020-09-09,Mount Rogers,218,19,242,42
2020-09-09,New River,709,73,736,74
2020-09-09,Norfolk,550,39,552,39
2020-09-09,Out of State,683,21,698,22
2020-09-09,Peninsula,385,27,391,27
2020-09-09,Piedmont,169,27,176,27
2020-09-09,Pittsylvania-Danville,218,8,218,8
2020-09-09,Portsmouth,115,10,116,10
2020-09-09,Prince William,589,49,618,54
2020-09-09,Rappahannock,309,28,313,28
2020-09-09,Rappahannock Rapidan,235,13,245,21
2020-09-09,Richmond,631,20,659,22
2020-09-09,Roanoke,834,73,845,73
2020-09-09,Southside,204,18,207,18
2020-09-09,Thomas Jefferson,768,38,772,38
2020-09-09,Three Rivers,157,21,158,21
2020-09-09,Unknown,21,0,24,1
2020-09-09,Virginia Beach,636,43,644,43
2020-09-09,Western Tidewater,236,31,237,31
2020-09-09,West Piedmont,86,13,91,14
2020-09-08,Alexandria,278,10,280,11
2020-09-08,Alleghany,134,9,152,9
2020-09-08,Arlington,484,13,489,14
2020-09-08,Central Shenandoah,244,46,246,46
2020-09-08,Central Virginia,185,26,189,26
2020-09-08,Chesapeake,313,15,315,15
2020-09-08,Chesterfield,442,26,468,30
2020-09-08,Chickahominy,329,138,336,138
2020-09-08,Crater,219,16,225,18
2020-09-08,Cumberland Plateau,57,8,58,8
2020-09-08,Eastern Shore,52,3,52,3
2020-09-08,Fairfax,1811,104,1855,106
2020-09-08,Hampton,106,8,106,8
2020-09-08,Henrico,429,32,462,32
2020-09-08,Lenowisco,53,9,59,11
2020-09-08,Lord Fairfax,180,6,183,7
2020-09-08,Loudoun,503,45,535,46
2020-09-08,Mount Rogers,142,23,165,43
2020-09-08,New River,811,103,822,103
2020-09-08,Norfolk,213,15,214,15
2020-09-08,Out of State,484,16,497,17
2020-09-08,Peninsula,289,22,291,22
2020-09-08,Piedmont,44,3,45,4
2020-09-08,Pittsylvania-Danville,153,22,153,22
2020-09-08,Portsmouth,125,10,125,10
2020-09-08,Prince William,716,63,728,63
2020-09-08,Rappahannock,316,19,325,20
2020-09-08,Rappahannock Rapidan,125,12,137,23
2020-09-08,Richmond,271,11,292,11
2020-09-08,Roanoke,314,22,332,22
2020-09-08,Southside,83,9,84,9
2020-09-08,Thomas Jefferson,308,29,312,29
2020-09-08,Three Rivers,149,16,151,16
2020-09-08,Unknown,23,0,25,1
2020-09-08,Virginia Beach,487,22,488,23
2020-09-08,Western Tidewater,209,28,212,28
2020-09-08,West Piedmont,108,13,111,13
2020-09-07,Alexandria,124,5,124,5
2020-09-07,Alleghany,45,2,51,2
2020-09-07,Arlington,164,12,165,13
2020-09-07,Central Shenandoah,259,22,262,22
2020-09-07,Central Virginia,211,6,211,6
2020-09-07,Chesapeake,154,20,155,20
2020-09-07,Chesterfield,367,25,389,26
2020-09-07,Chickahominy,168,8,173,8
2020-09-07,Crater,217,24,220,24
2020-09-07,Cumberland Plateau,19,5,19,5
2020-09-07,Eastern Shore,23,0,23,0
2020-09-07,Fairfax,979,77,999,78
2020-09-07,Hampton,68,6,68,6
2020-09-07,Henrico,398,24,419,25
2020-09-07,Lenowisco,29,7,29,7
2020-09-07,Lord Fairfax,171,7,171,7
2020-09-07,Loudoun,297,26,305,26
2020-09-07,Mount Rogers,105,11,106,11
2020-09-07,New River,65,4,77,4
2020-09-07,Norfolk,175,7,175,7
2020-09-07,Out of State,234,11,238,11
2020-09-07,Peninsula,175,13,175,13
2020-09-07,Piedmont,64,8,66,8
2020-09-07,Pittsylvania-Danville,107,4,107,4
2020-09-07,Portsmouth,76,9,76,9
2020-09-07,Prince William,394,40,401,41
2020-09-07,Rappahannock,164,8,166,8
2020-09-07,Rappahannock Rapidan,102,8,108,14
2020-09-07,Richmond,245,19,267,19
2020-09-07,Roanoke,206,14,212,14
2020-09-07,Southside,50,10,50,10
2020-09-07,Thomas Jefferson,271,12,276,12
2020-09-07,Three Rivers,99,7,99,7
2020-09-07,Unknown,8,2,8,2
2020-09-07,Virginia Beach,259,15,259,15
2020-09-07,Western Tidewater,134,9,134,9
2020-09-07,West Piedmont,13,5,13,5
2020-09-06,Alexandria,209,16,222,16
2020-09-06,Alleghany,122,8,133,8
2020-09-06,Arlington,371,17,382,17
2020-09-06,Central Shenandoah,460,68,463,68
2020-09-06,Central Virginia,413,8,417,9
2020-09-06,Chesapeake,313,22,313,22
2020-09-06,Chesterfield,406,35,438,39
2020-09-06,Chickahominy,188,17,196,18
2020-09-06,Crater,276,53,280,53
2020-09-06,Cumberland Plateau,63,5,66,5
2020-09-06,Eastern Shore,49,1,50,1
2020-09-06,Fairfax,1281,79,1371,91
2020-09-06,Hampton,138,8,140,9
2020-09-06,Henrico,457,35,484,36
2020-09-06,Lenowisco,56,4,57,4
2020-09-06,Lord Fairfax,190,9,194,9
2020-09-06,Loudoun,424,38,448,41
2020-09-06,Mount Rogers,154,13,157,14
2020-09-06,New River,107,7,119,7
2020-09-06,Norfolk,347,17,348,17
2020-09-06,Out of State,354,27,362,29
2020-09-06,Peninsula,351,17,353,17
2020-09-06,Piedmont,137,18,138,18
2020-09-06,Pittsylvania-Danville,238,18,240,18
2020-09-06,Portsmouth,159,16,159,16
2020-09-06,Prince William,471,43,501,44
2020-09-06,Rappahannock,281,27,288,28
2020-09-06,Rappahannock Rapidan,227,7,230,8
2020-09-06,Richmond,329,27,348,28
2020-09-06,Roanoke,428,19,435,19
2020-09-06,Southside,93,15,94,15
2020-09-06,Thomas Jefferson,369,15,378,16
2020-09-06,Three Rivers,227,6,232,7
2020-09-06,Unknown,37,4,37,4
2020-09-06,Virginia Beach,771,30,787,30
2020-09-06,Western Tidewater,260,25,264,25
2020-09-06,West Piedmont,143,13,145,13
2020-09-05,Alexandria,261,15,284,15
2020-09-05,Alleghany,226,28,242,28
2020-09-05,Arlington,421,12,453,18
2020-09-05,Central Shenandoah,301,52,306,52
2020-09-05,Central Virginia,585,46,596,49
2020-09-05,Chesapeake,353,21,361,21
2020-09-05,Chesterfield,462,28,512,32
2020-09-05,Chickahominy,161,10,175,13
2020-09-05,Crater,185,15,192,16
2020-09-05,Cumberland Plateau,106,2,113,3
2020-09-05,Eastern Shore,67,0,68,0
2020-09-05,Fairfax,1696,97,1877,105
2020-09-05,Hampton,148,6,149,6
2020-09-05,Henrico,608,31,641,34
2020-09-05,Lenowisco,104,6,106,6
2020-09-05,Lord Fairfax,306,19,310,19
2020-09-05,Loudoun,661,37,706,43
2020-09-05,Mount Rogers,204,32,210,33
2020-09-05,New River,255,32,270,33
2020-09-05,Norfolk,330,31,337,32
2020-09-05,Out of State,367,16,394,20
2020-09-05,Peninsula,563,32,574,33
2020-09-05,Piedmont,137,8,142,10
2020-09-05,Pittsylvania-Danville,192,15,192,15
2020-09-05,Portsmouth,140,14,143,14
2020-09-05,Prince William,598,56,646,61
2020-09-05,Rappahannock,320,21,345,24
2020-09-05,Rappahannock Rapidan,162,8,173,12
2020-09-05,Richmond,316,29,340,30
2020-09-05,Roanoke,802,47,811,47
2020-09-05,Southside,134,6,135,6
2020-09-05,Thomas Jefferson,324,12,343,12
2020-09-05,Three Rivers,268,14,277,16
2020-09-05,Unknown,33,1,33,1
2020-09-05,Virginia Beach,570,19,589,19
2020-09-05,Western Tidewater,289,25,292,27
2020-09-05,West Piedmont,160,13,163,13
2020-09-04,Alexandria,338,23,361,24
2020-09-04,Alleghany,106,12,128,13
2020-09-04,Arlington,451,13,496,15
2020-09-04,Central Shenandoah,450,98,457,99
2020-09-04,Central Virginia,345,16,352,17
2020-09-04,Chesapeake,466,23,473,25
2020-09-04,Chesterfield,690,25,744,31
2020-09-04,Chickahominy,176,9,182,10
2020-09-04,Crater,255,25,270,26
2020-09-04,Cumberland Plateau,51,5,56,7
2020-09-04,Eastern Shore,95,1,95,1
2020-09-04,Fairfax,1691,82,1929,98
2020-09-04,Hampton,161,10,165,10
2020-09-04,Henrico,653,33,695,37
2020-09-04,Lenowisco,94,11,98,14
2020-09-04,Lord Fairfax,537,15,546,16
2020-09-04,Loudoun,478,48,527,52
2020-09-04,Mount Rogers,205,22,217,23
2020-09-04,New River,642,66,657,66
2020-09-04,Norfolk,397,27,400,27
2020-09-04,Out of State,351,16,358,16
2020-09-04,Peninsula,440,33,450,33
2020-09-04,Piedmont,175,1,183,2
2020-09-04,Pittsylvania-Danville,166,25,169,27
2020-09-04,Portsmouth,160,14,163,14
2020-09-04,Prince William,826,72,870,78
2020-09-04,Rappahannock,470,33,492,36
2020-09-04,Rappahannock Rapidan,316,14,329,20
2020-09-04,Richmond,327,26,361,31
2020-09-04,Roanoke,527,47,538,47
2020-09-04,Southside,95,19,98,19
2020-09-04,Thomas Jefferson,780,45,802,47
2020-09-04,Three Rivers,264,13,266,13
2020-09-04,Unknown,28,4,28,4
2020-09-04,Virginia Beach,578,37,594,39
2020-09-04,Western Tidewater,275,30,278,30
2020-09-04,West Piedmont,97,17,102,18
2020-09-03,Alexandria,393,17,422,20
2020-09-03,Alleghany,240,17,254,17
2020-09-03,Arlington,558,26,600,26
2020-09-03,Central Shenandoah,286,68,297,68
2020-09-03,Central Virginia,1123,60,1123,60
2020-09-03,Chesapeake,495,50,506,51
2020-09-03,Chesterfield,546,49,600,59
2020-09-03,Chickahominy,351,23,370,25
2020-09-03,Crater,310,38,325,38
2020-09-03,Cumberland Plateau,85,6,86,7
2020-09-03,Eastern Shore,125,2,125,2
2020-09-03,Fairfax,2070,131,2263,144
2020-09-03,Hampton,189,15,194,15
2020-09-03,Henrico,606,38,664,41
2020-09-03,Lenowisco,249,22,257,23
2020-09-03,Lord Fairfax,211,4,217,6
2020-09-03,Loudoun,701,50,752,54
2020-09-03,Mount Rogers,413,49,439,62
2020-09-03,New River,804,133,830,136
2020-09-03,Norfolk,581,33,590,33
2020-09-03,Out of State,582,49,588,50
2020-09-03,Peninsula,429,40,441,42
2020-09-03,Piedmont,169,19,171,19
2020-09-03,Pittsylvania-Danville,202,42,210,48
2020-09-03,Portsmouth,138,13,142,13
2020-09-03,Prince William,826,74,866,78
2020-09-03,Rappahannock,363,37,380,39
2020-09-03,Rappahannock Rapidan,195,8,210,12
2020-09-03,Richmond,533,62,586,62
2020-09-03,Roanoke,598,52,623,54
2020-09-03,Southside,177,19,178,19
2020-09-03,Thomas Jefferson,584,38,599,42
2020-09-03,Three Rivers,201,12,210,15
2020-09-03,Unknown,29,6,34,7
2020-09-03,Virginia Beach,667,56,688,58
2020-09-03,Western Tidewater,337,43,343,44
2020-09-03,West Piedmont,155,28,157,28
2020-09-02,Alexandria,426,15,450,16
2020-09-02,Alleghany,185,14,209,14
2020-09-02,Arlington,437,17,481,22
2020-09-02,Central Shenandoah,328,48,338,48
2020-09-02,Central Virginia,874,60,884,61
2020-09-02,Chesapeake,463,41,473,42
2020-09-02,Chesterfield,560,55,614,55
2020-09-02,Chickahominy,217,19,228,19
2020-09-02,Crater,291,24,301,25
2020-09-02,Cumberland Plateau,79,3,82,3
2020-09-02,Eastern Shore,58,2,59,2
2020-09-02,Fairfax,2168,175,2396,199
2020-09-02,Hampton,157,15,162,15
2020-09-02,Henrico,669,45,710,48
2020-09-02,Lenowisco,221,14,226,15
2020-09-02,Lord Fairfax,316,11,319,12
2020-09-02,Loudoun,753,76,813,88
2020-09-02,Mount Rogers,368,49,389,64
2020-09-02,New River,676,132,696,133
2020-09-02,Norfolk,483,26,494,26
2020-09-02,Out of State,501,23,508,23
2020-09-02,Peninsula,453,30,468,32
2020-09-02,Piedmont,176,13,182,13
2020-09-02,Pittsylvania-Danville,243,40,245,40
2020-09-02,Portsmouth,158,15,164,16
2020-09-02,Prince William,932,90,998,100
2020-09-02,Rappahannock,535,41,561,44
2020-09-02,Rappahannock Rapidan,242,18,258,27
2020-09-02,Richmond,411,40,463,40
2020-09-02,Roanoke,566,64,587,66
2020-09-02,Southside,156,15,156,15
2020-09-02,Thomas Jefferson,648,39,666,39
2020-09-02,Three Rivers,231,18,238,18
2020-09-02,Unknown,26,6,28,8
2020-09-02,Virginia Beach,722,42,740,47
2020-09-02,Western Tidewater,304,39,307,39
2020-09-02,West Piedmont,162,27,165,27
2020-09-01,Alexandria,227,14,241,15
2020-09-01,Alleghany,89,6,100,6
2020-09-01,Arlington,305,13,330,16
2020-09-01,Central Shenandoah,184,26,187,26
2020-09-01,Central Virginia,241,32,242,32
2020-09-01,Chesapeake,236,13,245,15
2020-09-01,Chesterfield,423,15,445,17
2020-09-01,Chickahominy,156,9,162,9
2020-09-01,Crater,192,20,197,20
2020-09-01,Cumberland Plateau,48,0,48,0
2020-09-01,Eastern Shore,30,0,30,0
2020-09-01,Fairfax,1399,59,1528,69
2020-09-01,Hampton,108,10,108,10
2020-09-01,Henrico,1302,59,1333,60
2020-09-01,Lenowisco,53,10,57,11
2020-09-01,Lord Fairfax,453,14,456,14
2020-09-01,Loudoun,401,20,429,23
2020-09-01,Mount Rogers,132,17,171,55
2020-09-01,New River,532,116,545,116
2020-09-01,Norfolk,361,29,364,29
2020-09-01,Out of State,496,23,506,23
2020-09-01,Peninsula,378,25,385,28
2020-09-01,Piedmont,64,3,66,3
2020-09-01,Pittsylvania-Danville,67,14,67,14
2020-09-01,Portsmouth,117,10,118,11
2020-09-01,Prince William,643,49,671,50
2020-09-01,Rappahannock,338,32,357,34
2020-09-01,Rappahannock Rapidan,152,10,160,14
2020-09-01,Richmond,294,22,319,22
2020-09-01,Roanoke,521,47,528,47
2020-09-01,Southside,112,10,112,10
2020-09-01,Thomas Jefferson,446,38,451,39
2020-09-01,Three Rivers,103,6,106,6
2020-09-01,Unknown,19,2,20,2
2020-09-01,Virginia Beach,539,31,550,32
2020-09-01,Western Tidewater,175,17,179,17
2020-09-01,West Piedmont,92,14,94,15
2020-08-31,Alexandria,246,16,252,17
2020-08-31,Alleghany,98,7,114,7
2020-08-31,Arlington,361,16,366,16
2020-08-31,Central Shenandoah,333,67,333,67
2020-08-31,Central Virginia,384,41,385,41
2020-08-31,Chesapeake,260,25,260,25
2020-08-31,Chesterfield,512,33,538,34
2020-08-31,Chickahominy,213,24,225,24
2020-08-31,Crater,244,26,249,27
2020-08-31,Cumberland Plateau,42,2,43,2
2020-08-31,Eastern Shore,179,1,179,1
2020-08-31,Fairfax,1805,109,1836,115
2020-08-31,Hampton,150,6,151,6
2020-08-31,Henrico,588,57,625,58
2020-08-31,Lenowisco,85,13,87,13
2020-08-31,Lord Fairfax,185,12,188,12
2020-08-31,Loudoun,587,43,611,48
2020-08-31,Mount Rogers,120,12,132,24
2020-08-31,New River,358,88,372,88
2020-08-31,Norfolk,408,29,411,29
2020-08-31,Out of State,280,6,287,6
2020-08-31,Peninsula,423,31,425,32
2020-08-31,Piedmont,93,6,95,6
2020-08-31,Pittsylvania-Danville,117,22,117,22
2020-08-31,Portsmouth,146,14,146,14
2020-08-31,Prince William,716,63,726,67
2020-08-31,Rappahannock,442,51,446,52
2020-08-31,Rappahannock Rapidan,229,17,237,25
2020-08-31,Richmond,360,34,387,34
2020-08-31,Roanoke,137,11,150,11
2020-08-31,Southside,82,19,82,19
2020-08-31,Thomas Jefferson,426,26,433,27
2020-08-31,Three Rivers,186,13,187,13
2020-08-31,Unknown,15,0,15,0
2020-08-31,Virginia Beach,607,44,611,45
2020-08-31,Western Tidewater,211,29,211,29
2020-08-31,West Piedmont,80,11,85,14
2020-08-30,Alexandria,243,8,263,12
2020-08-30,Alleghany,68,6,81,6
2020-08-30,Arlington,369,10,386,12
2020-08-30,Central Shenandoah,424,41,429,42
2020-08-30,Central Virginia,595,24,598,24
2020-08-30,Chesapeake,257,21,263,22
2020-08-30,Chesterfield,330,19,364,24
2020-08-30,Chickahominy,159,9,166,11
2020-08-30,Crater,225,25,236,26
2020-08-30,Cumberland Plateau,49,4,52,4
2020-08-30,Eastern Shore,32,3,35,3
2020-08-30,Fairfax,1502,78,1624,92
2020-08-30,Hampton,112,13,115,15
2020-08-30,Henrico,390,25,425,32
2020-08-30,Lenowisco,80,11,84,15
2020-08-30,Lord Fairfax,316,5,327,8
2020-08-30,Loudoun,418,36,462,46
2020-08-30,Mount Rogers,214,21,218,21
2020-08-30,New River,92,13,109,13
2020-08-30,Norfolk,303,38,308,38
2020-08-30,Out of State,265,9,269,9
2020-08-30,Peninsula,399,47,408,48
2020-08-30,Piedmont,114,9,118,9
2020-08-30,Pittsylvania-Danville,107,5,110,5
2020-08-30,Portsmouth,123,11,123,11
2020-08-30,Prince William,603,45,638,53
2020-08-30,Rappahannock,390,24,405,25
2020-08-30,Rappahannock Rapidan,169,11,188,23
2020-08-30,Richmond,229,7,249,7
2020-08-30,Roanoke,455,18,462,18
2020-08-30,Southside,87,9,91,9
2020-08-30,Thomas Jefferson,289,16,301,20
2020-08-30,Three Rivers,235,7,243,7
2020-08-30,Unknown,24,2,25,2
2020-08-30,Virginia Beach,504,31,520,31
2020-08-30,Western Tidewater,344,49,346,49
2020-08-30,West Piedmont,91,8,92,8
2020-08-29,Alexandria,175,6,197,7
2020-08-29,Alleghany,139,13,151,13
2020-08-29,Arlington,410,24,454,27
2020-08-29,Central Shenandoah,356,40,364,41
2020-08-29,Central Virginia,674,42,680,43
2020-08-29,Chesapeake,363,22,379,26
2020-08-29,Chesterfield,450,29,494,34
2020-08-29,Chickahominy,179,13,199,14
2020-08-29,Crater,226,23,235,23
2020-08-29,Cumberland Plateau,94,6,100,8
2020-08-29,Eastern Shore,51,0,52,0
2020-08-29,Fairfax,1750,92,1942,106
2020-08-29,Hampton,146,11,150,12
2020-08-29,Henrico,739,46,767,49
2020-08-29,Lenowisco,77,8,85,11
2020-08-29,Lord Fairfax,441,13,447,13
2020-08-29,Loudoun,563,39,614,45
2020-08-29,Mount Rogers,157,19,164,22
2020-08-29,New River,174,10,192,12
2020-08-29,Norfolk,479,36,488,39
2020-08-29,Out of State,451,21,455,21
2020-08-29,Peninsula,427,29,444,30
2020-08-29,Piedmont,134,9,136,9
2020-08-29,Pittsylvania-Danville,149,19,150,19
2020-08-29,Portsmouth,185,15,188,15
2020-08-29,Prince William,728,56,771,60
2020-08-29,Rappahannock,303,19,328,22
2020-08-29,Rappahannock Rapidan,172,11,190,13
2020-08-29,Richmond,353,14,378,14
2020-08-29,Roanoke,889,39,898,39
2020-08-29,Southside,146,19,148,19
2020-08-29,Thomas Jefferson,419,29,426,31
2020-08-29,Three Rivers,153,14,160,15
2020-08-29,Unknown,34,3,35,3
2020-08-29,Virginia Beach,751,44,773,47
2020-08-29,Western Tidewater,265,26,274,27
2020-08-29,West Piedmont,122,25,128,25
2020-08-28,Alexandria,340,13,360,15
2020-08-28,Alleghany,151,13,164,14
2020-08-28,Arlington,462,23,516,24
2020-08-28,Central Shenandoah,312,49,319,50
2020-08-28,Central Virginia,654,17,662,17
2020-08-28,Chesapeake,371,29,378,30
2020-08-28,Chesterfield,575,62,622,68
2020-08-28,Chickahominy,196,23,205,23
